instance,makespan,FA,OS
ta23,1164,"[2,0,1,2,1,2,1,3,3,3,2,0,2,0,3,0,1,0,2,1]","[19,5,8,13,1,10,4,0,12,1,17,2,12,16,18,10,14,15,18,8,15,0,19,7,14,15,13,9,17,13,5,16,2,10,18,14,11,17,13,7,18,9,9,3,11,9,14,17,8,15,4,6,11,8,15,6,19,8,3,18,16,10,5,1,4,3,3,10,0,14,5,17,8,14,6,2,7,8,6,16,12,1,17,19,2,0,8,12,15,9,16,1,6,17,7,7,17,2,4,17,1,17,16,16,9,5,14,5,8,12,17,0,9,7,4,11,12,10,10,19,8,4,3,15,4,11,5,1,2,7,10,18,19,7,12,12,1,13,13,7,8,17,2,9,4,4,15,11,12,17,9,16,7,18,10,18,18,5,5,13,11,12,2,11,5,0,0,14,8,19,9,4,13,15,14,19,11,12,16,17,14,7,2,1,1,18,15,6,1,5,15,1,14,6,13,6,0,3,16,11,9,15,13,9,2,11,14,18,3,0,0,2,0,15,3,3,7,14,15,14,3,16,19,6,10,3,4,2,11,0,19,11,13,12,12,13,3,18,5,15,9,12,6,1,16,7,12,7,19,19,19,3,11,0,12,0,4,13,9,5,16,14,6,5,17,16,3,4,19,13,10,0,0,13,15,1,12,4,15,10,13,3,6,3,7,4,2,19,6,18,10,8,3,2,16,9,18,1,9,14,19,3,2,4,12,1,7,7,11,4,13,10,15,6,11,5,11,13,11,5,4,8,14,2,18,1,17,17,0,9,16,16,12,10,18,13,7,19,11,4,18,10,17,9,11,15,14,17,6,14,10,6,16,13,9,2,8,19,2,12,10,4,19,0,16,0,5,2,1,7,6,0,1,8,3,5,14,18,10,16,6,19,5,17,1,6,5,8,8,7,2,8,3,10,18,15,6,9,8,18]"
ta24,1185,"[3,0,0,1,0,3,1,0,3,1,2,3,1,0,2,2,1,3,2,3]","[14,7,19,6,0,6,2,2,14,2,7,16,5,18,3,16,10,8,15,11,13,11,10,5,16,16,3,4,18,0,5,16,16,6,13,10,15,14,16,12,11,1,2,8,19,10,14,8,18,16,0,12,1,13,2,4,11,5,18,11,17,19,19,10,9,17,12,15,1,7,19,7,14,13,16,1,7,2,9,2,4,4,19,16,15,17,14,5,3,0,14,7,8,14,10,12,12,2,11,16,1,4,3,16,19,18,19,17,3,8,7,13,18,11,9,6,10,19,0,12,9,0,10,7,9,2,15,14,14,17,6,1,12,15,6,9,7,15,1,2,3,2,12,7,13,12,6,19,5,19,17,15,10,5,0,6,12,14,9,8,11,9,16,3,18,10,10,0,10,1,15,17,12,3,0,4,18,8,2,6,17,4,9,11,1,15,17,2,2,17,6,17,13,12,8,18,19,14,4,8,17,6,1,12,14,0,16,18,7,1,11,6,6,8,7,3,16,9,1,14,15,4,7,11,7,9,16,10,4,7,18,4,0,9,12,17,13,10,8,19,2,9,17,15,14,17,17,5,4,14,17,8,4,0,12,11,4,9,15,3,11,0,6,5,10,11,13,16,11,13,9,8,9,13,0,10,7,15,19,3,19,3,9,19,0,16,5,8,9,15,10,13,6,0,4,2,5,1,8,14,12,19,1,4,0,18,19,11,19,6,1,18,12,17,10,18,14,8,13,15,5,0,18,15,6,13,3,10,8,7,8,3,3,13,3,5,5,17,18,6,11,5,0,16,12,7,15,13,5,18,1,5,4,17,4,6,11,8,5,9,14,1,7,2,4,10,15,13,3,2,11,19,13,1,3,0,13,11,4,7,18,18,6,1,14,2,9,1,12,2,13,15,18,5,16,3,12,8,5,3]"
ta25,1190,"[0,2,2,0,2,3,0,0,1,3,2,2,0,1,1,1,3,2,3,1]","[0,15,0,6,6,1,13,12,14,7,4,5,2,10,18,7,12,9,19,5,18,19,0,18,4,19,7,19,0,5,7,16,15,5,18,3,17,12,15,16,9,4,15,10,4,2,18,9,16,8,17,5,11,9,13,3,3,8,1,9,8,8,9,6,18,2,10,12,14,1,18,8,1,16,2,5,3,4,6,2,14,8,15,9,13,4,11,8,17,7,13,14,12,0,6,5,15,16,17,5,13,10,7,0,1,16,8,19,17,1,11,7,13,3,2,19,19,7,7,14,9,16,19,6,0,10,17,18,12,14,4,17,1,11,9,12,11,1,2,15,9,4,8,14,5,15,13,0,3,15,16,13,4,10,8,17,11,14,9,10,2,6,16,1,11,18,2,5,16,16,18,1,19,8,9,14,12,1,3,14,14,16,1,11,13,2,9,15,10,12,19,17,13,19,6,3,8,6,11,5,9,10,8,18,7,4,6,17,10,8,18,18,0,1,2,15,17,7,4,9,12,18,16,8,5,16,8,4,15,14,12,6,15,1,19,12,16,13,7,5,12,6,18,5,17,17,19,13,2,10,19,7,13,11,4,3,2,15,7,14,1,19,10,6,2,4,2,4,11,0,5,10,10,9,15,13,19,0,9,7,12,15,8,0,19,9,13,19,0,14,0,5,6,18,18,12,2,0,17,18,14,10,7,16,12,18,17,1,13,11,14,15,3,17,1,9,3,11,7,11,3,0,3,4,7,10,16,0,19,3,5,16,8,15,4,5,13,0,11,1,3,16,16,10,3,4,6,17,14,14,6,8,6,11,5,5,2,13,14,8,6,13,3,15,19,11,4,1,13,11,2,10,17,7,12,1,14,2,15,3,6,10,0,4,12,9,7,17,10,11,3,12,0,12,17,6,3,2,18,11]"
ta26,1268,"[1,0,2,2,1,3,2,1,0,0,3,0,0,2,2,2,3,3,1,2]","[8,0,14,16,11,0,13,10,5,10,12,6,8,6,0,6,13,1,0,19,17,1,18,19,12,12,2,7,19,1,2,2,0,2,14,7,4,2,9,8,4,4,16,18,1,19,16,3,16,14,17,10,9,14,5,5,13,4,0,0,2,18,0,3,9,16,7,5,15,4,12,14,14,1,3,13,14,12,18,17,0,8,17,11,1,17,0,9,12,1,12,15,18,2,17,13,15,11,5,16,10,19,17,11,3,2,16,7,5,8,16,17,15,4,5,11,12,18,10,15,19,8,11,3,19,0,10,18,2,17,14,0,16,18,2,16,13,7,5,13,0,17,12,15,13,18,18,6,19,4,4,4,7,8,15,12,9,14,0,14,1,7,9,2,2,16,3,9,10,15,6,14,7,16,9,11,7,6,1,8,19,7,10,19,5,6,3,7,11,12,1,3,19,13,1,18,19,13,1,0,3,10,4,13,3,2,14,7,17,7,0,10,15,16,11,15,1,18,2,19,17,3,12,14,15,19,9,6,8,6,12,7,14,9,11,12,18,10,15,4,3,0,12,1,9,3,17,7,0,8,4,6,13,5,11,9,6,6,9,3,5,8,16,17,3,5,3,11,1,4,5,5,12,16,8,18,2,5,9,9,6,17,8,4,5,1,9,15,8,15,4,0,19,3,1,18,10,11,14,16,17,8,8,13,1,5,10,9,13,13,19,13,17,2,13,10,11,3,4,14,7,10,5,7,6,10,11,4,16,15,14,4,19,8,15,8,6,14,10,16,1,12,17,17,18,11,18,11,6,8,10,2,4,16,18,12,3,6,15,14,7,7,6,11,17,0,2,7,15,10,12,11,6,1,2,15,16,13,19,13,9,12,15,9,3,6,11,8,5,5,18,14,4,2,10,18,13,19,9,19]"
ta27,1291,"[2,3,1,2,2,3,3,3,0,1,2,0,2,2,1,0,3,2,0,1]","[12,15,15,11,14,18,15,2,13,13,19,13,15,11,8,15,17,2,17,7,9,8,0,15,6,19,4,10,13,12,13,3,1,8,0,11,6,4,6,12,2,2,7,9,17,9,7,6,17,17,14,9,17,3,8,9,17,17,7,10,2,3,15,0,4,12,3,13,5,3,4,10,14,8,5,3,0,12,17,9,13,3,17,16,5,6,13,7,0,17,3,0,6,7,0,7,18,14,4,18,17,2,14,7,11,2,16,0,4,16,1,2,19,18,5,13,16,3,19,8,0,2,10,19,1,9,5,8,5,19,9,19,8,8,0,5,16,18,13,6,7,2,9,6,14,16,3,14,1,0,7,4,16,2,2,5,7,1,11,15,8,18,13,17,10,12,19,6,8,9,18,1,5,6,10,17,19,1,1,4,6,2,7,4,6,16,4,16,2,4,11,15,3,10,9,19,19,10,18,4,0,11,13,19,14,15,4,11,10,19,9,10,14,19,7,11,12,0,10,7,3,10,13,13,11,12,11,16,19,4,8,16,4,5,1,2,4,18,18,1,11,12,12,15,11,10,12,12,5,17,0,1,13,12,5,9,1,5,5,10,1,1,17,14,14,9,19,7,7,19,8,17,10,14,6,11,14,8,16,0,8,3,18,3,4,19,16,16,5,2,14,1,6,9,10,9,14,15,6,2,0,19,4,19,18,13,16,18,9,14,12,2,2,3,11,3,16,15,16,3,0,14,6,4,10,10,11,7,7,9,15,12,18,6,17,8,12,5,9,6,13,0,15,1,4,3,5,15,8,8,15,8,18,15,16,6,1,3,12,12,17,13,7,2,13,5,11,18,5,15,18,13,10,1,11,16,16,3,18,11,17,18,14,15,0,7,1,18,9,5,10,12,1,8,14,12,11,14,0,6]"
ta28,1243,"[1,1,1,3,0,0,1,1,3,2,3,1,3,2,0,3,2,0,2,1]","[11,1,17,5,15,3,13,0,9,3,12,6,8,18,19,12,8,11,2,5,0,7,8,4,19,3,15,4,18,15,15,3,10,2,4,2,4,4,14,2,9,3,17,14,9,3,15,8,6,11,7,19,13,12,0,12,11,8,13,19,14,2,2,18,10,5,3,11,1,18,5,19,14,6,3,12,16,12,0,1,0,0,6,0,9,13,16,17,4,10,7,4,10,19,14,7,8,9,18,19,12,7,16,10,0,15,19,1,10,16,17,1,16,8,6,9,16,15,1,5,15,8,19,5,13,19,10,2,6,5,9,4,3,17,13,18,7,14,3,11,16,2,2,17,18,10,1,4,2,2,2,8,17,5,10,18,9,11,2,3,12,10,19,16,4,1,15,15,0,11,5,16,8,3,5,14,17,8,17,1,16,7,0,13,16,1,12,15,0,1,6,5,11,9,7,13,6,10,18,1,17,13,4,9,1,10,6,14,7,4,15,15,13,18,5,12,13,8,11,2,16,15,4,3,10,13,11,8,9,10,16,6,15,15,3,7,9,18,7,1,17,3,14,15,18,6,0,7,9,19,9,0,17,11,0,11,16,9,19,6,10,6,5,13,18,6,0,18,11,17,7,12,19,10,8,13,5,19,3,6,8,12,12,5,2,14,3,19,14,5,0,0,15,17,15,11,4,16,10,14,17,12,6,2,6,8,7,5,14,9,15,12,17,1,3,2,19,12,4,13,5,18,11,12,17,4,14,12,18,16,18,11,4,17,6,3,8,14,1,7,7,4,7,10,16,17,5,13,18,19,10,5,19,14,1,6,1,0,1,11,14,9,6,2,2,1,3,18,10,9,14,13,4,7,13,19,11,2,7,8,0,12,0,14,14,9,9,17,13,8,18,16,7,11,16,4,12,16,8,13]"
ta29,1292,"[3,2,1,0,2,1,0,1,2,3,1,2,0,3,0,0,2,3,1,3]","[3,17,6,13,6,5,15,3,12,2,17,12,12,13,10,17,6,11,16,9,4,18,1,19,5,3,15,9,16,5,12,12,8,17,11,19,9,15,8,2,5,10,1,10,12,4,0,15,8,9,12,15,18,14,15,9,2,3,2,7,0,13,11,4,14,0,11,8,19,19,2,7,10,3,16,14,10,15,12,19,1,4,1,9,17,4,4,7,2,14,10,7,4,10,9,8,17,18,1,18,16,19,3,16,9,8,6,1,10,13,5,15,17,19,2,12,7,15,14,16,14,19,17,10,2,8,19,18,12,2,18,11,3,17,15,12,18,9,0,19,5,10,18,13,0,11,9,3,5,2,5,2,1,0,7,0,7,16,1,16,1,11,6,19,4,13,19,6,17,13,3,6,14,13,1,8,5,14,5,7,1,18,14,13,11,5,18,13,2,4,14,2,7,7,15,17,3,11,9,11,1,4,14,7,18,16,8,3,15,15,6,13,3,16,17,6,18,5,10,16,19,9,18,0,6,1,8,8,15,1,4,9,14,1,1,5,2,17,14,13,15,7,3,15,11,12,3,5,14,3,5,13,6,14,7,8,0,6,4,19,11,13,15,11,8,10,0,8,12,10,4,4,10,6,16,4,2,17,0,17,8,9,15,13,14,6,12,3,10,10,0,19,12,0,4,12,17,18,17,0,7,6,9,18,7,0,16,6,8,10,1,11,10,5,11,5,18,11,17,5,8,0,4,9,13,4,12,16,12,16,14,13,7,14,0,16,3,17,5,6,19,11,3,1,19,5,13,7,19,14,0,9,3,18,17,12,9,11,1,19,13,2,0,9,4,2,4,1,18,18,7,11,19,12,7,7,16,16,8,11,9,2,15,6,3,8,18,10,10,14,6,16,2,8,0,2,6,15,16,13]"
ta30,1217,"[0,1,3,1,2,0,1,1,2,3,2,3,0,2,2,3,0,3,1,0]","[9,2,1,15,15,11,16,6,0,5,5,12,8,6,8,1,17,14,4,11,15,8,2,10,6,8,8,0,5,1,0,1,9,13,12,4,19,5,3,17,16,10,6,12,14,14,12,17,14,9,16,2,17,16,14,1,17,1,0,13,14,12,17,13,2,2,3,5,10,9,2,11,18,13,5,1,4,16,6,11,5,12,10,5,9,17,6,11,15,11,3,3,17,9,7,18,9,2,18,3,0,9,5,7,4,9,14,6,16,0,19,8,1,2,12,11,1,15,4,8,18,10,16,19,7,3,7,17,13,16,12,1,14,1,15,10,10,7,18,3,5,0,18,3,3,13,12,10,8,19,9,14,10,13,3,17,2,4,7,17,2,19,3,18,19,17,17,11,0,9,1,15,1,5,19,16,7,6,8,9,7,16,16,0,17,7,4,19,18,15,18,5,17,19,2,15,15,0,18,6,11,18,17,3,6,4,9,12,13,16,19,16,8,19,8,14,11,7,18,5,19,19,10,2,15,13,14,6,5,2,4,19,16,6,0,3,6,8,15,2,11,18,4,13,5,3,1,0,6,9,12,2,14,7,19,10,3,2,19,11,0,2,18,10,11,12,9,12,19,8,7,13,15,0,14,13,12,18,13,12,11,7,4,4,18,16,11,10,12,4,13,13,4,16,13,18,15,4,15,3,18,17,7,7,15,5,10,11,10,5,11,19,10,0,13,8,14,12,14,4,17,4,6,3,7,14,0,9,9,11,10,3,13,16,9,14,3,0,14,10,0,8,2,2,5,8,6,17,15,12,16,15,19,5,1,12,15,7,13,8,7,9,6,7,0,6,4,3,1,1,8,14,11,17,10,6,9,1,7,11,13,1,1,0,19,6,8,15,14,8,2,18,4,16,4,5,16,18,12,10]"
ta31,1062,"[1,2,0,2,0,2,2,1,0,3,3,2,1,3,1,1,0,0,0,1,0,0,0,3,3,1,3,1,2,2]","[5,22,24,9,0,26,12,6,27,17,27,22,0,25,4,8,23,16,24,24,25,13,5,21,24,1,19,16,1,20,22,5,20,11,27,17,17,4,28,15,3,18,21,8,13,20,15,22,5,24,14,16,5,8,16,10,19,17,14,14,25,16,13,16,23,29,21,0,15,17,1,3,22,4,7,25,2,6,23,13,16,11,23,12,18,0,15,23,21,1,3,28,8,17,21,9,0,7,22,12,18,13,26,2,26,13,10,14,11,29,22,12,22,10,13,10,27,18,22,23,25,1,6,8,9,9,28,0,13,23,11,16,16,2,28,20,8,19,27,15,13,21,19,14,4,7,5,2,28,15,7,10,17,29,8,25,19,22,19,25,2,20,2,18,21,8,24,25,23,27,6,27,21,20,3,6,20,29,4,1,6,9,5,18,3,0,19,26,5,27,15,7,23,13,13,28,27,0,7,25,0,22,6,9,17,12,6,14,19,24,21,18,15,17,11,23,12,20,9,2,10,11,3,12,25,26,19,11,15,20,16,18,29,14,1,26,2,12,28,15,25,26,17,27,14,6,14,5,1,27,3,9,24,29,13,17,28,1,15,19,29,11,19,8,10,16,4,29,26,8,17,17,14,23,7,18,4,26,6,6,0,9,18,10,4,16,28,1,5,1,21,9,21,6,8,25,28,1,0,29,11,27,4,2,3,18,26,6,24,14,1,4,18,13,21,2,25,7,15,27,5,10,28,1,12,9,14,20,12,16,22,14,25,21,13,23,12,29,24,10,16,5,0,5,11,11,7,7,10,7,11,3,15,12,28,26,22,26,2,9,4,5,2,23,3,5,2,24,6,7,3,8,17,11,3,29,13,9,19,0,24,12,15,2,10,10,3,24,9,2,20,23,18,16,10,29,19,1,21,11,22,18,4,21,29,10,28,29,28,18,26,4,15,9,12,22,27,11,8,24,24,8,23,8,7,7,26,14,14,17,26,28,7,3,19,3,29,20,19,0,6,4,4,25,12,20,0,20,20,27]"
ta32,1103,"[0,2,1,2,3,3,2,3,3,1,2,2,1,1,0,1,3,2,3,2,0,1,3,0,2,1,0,0,1,0]","[17,26,6,14,24,26,21,4,11,4,21,5,19,9,9,28,4,15,13,13,23,29,20,13,10,23,26,1,5,11,5,7,20,1,29,15,28,1,6,25,21,20,2,3,18,13,21,9,10,26,2,7,7,0,16,6,22,28,11,21,1,0,16,25,10,26,0,16,11,28,14,8,6,14,13,12,1,12,28,5,6,2,17,29,0,27,19,0,28,20,7,12,19,3,4,21,1,0,3,11,17,13,22,29,22,13,21,2,6,20,29,29,0,8,13,26,10,22,16,15,20,27,10,11,8,26,14,21,23,4,5,17,1,29,11,11,14,8,27,29,16,8,5,25,12,12,3,4,27,26,7,9,7,12,5,27,22,22,28,0,15,10,14,28,5,24,8,9,18,23,17,6,14,18,19,19,15,25,2,4,1,3,2,22,25,19,24,4,24,4,27,18,12,23,7,16,4,3,0,2,10,20,18,14,3,15,7,28,27,23,6,14,15,21,2,21,2,19,15,13,7,8,23,2,18,25,24,8,5,11,16,5,1,16,16,25,10,29,27,5,19,20,19,3,3,19,24,23,18,11,11,27,9,18,24,12,14,9,29,8,0,9,3,29,24,22,28,23,3,17,3,27,2,28,1,17,0,12,5,15,2,19,25,27,20,8,7,26,17,20,3,24,15,6,11,24,27,18,12,7,17,28,22,3,22,28,24,29,20,2,4,7,26,13,18,9,17,20,7,14,10,4,16,10,22,5,22,10,5,10,8,12,11,26,24,25,15,17,24,23,4,16,21,1,18,25,10,6,25,18,16,1,26,26,13,14,9,16,11,22,16,27,8,13,23,19,23,1,17,9,4,12,26,6,15,9,15,19,15,16,9,1,25,25,22,6,13,5,17,23,19,0,20,6,6,13,2,13,17,17,11,21,7,2,9,29,0,29,25,23,6,27,8,7,21,25,14,27,29,0,28,21,14,1,19,9,18,24,15,4,28,12,18,8,10,26,3,23,10,20,18,8,12,24,21,0,14,12,22,20]"
ta33,1086,"[2,2,1,3,2,0,0,0,0,2,0,2,1,3,1,1,0,1,0,3,1,2,3,2,3,2,3,2,1,3]","[8,5,29,11,19,22,18,28,21,20,13,1,25,22,13,29,1,16,11,9,24,15,22,2,9,11,29,12,10,2,18,17,7,20,14,15,7,14,27,0,27,27,16,2,14,9,6,18,27,5,5,10,4,29,9,17,21,10,18,15,1,18,9,23,29,28,6,0,8,2,19,15,25,3,19,7,7,28,21,2,21,28,24,15,21,0,4,24,24,3,14,12,4,26,13,22,7,22,19,23,18,13,3,24,8,16,19,23,7,10,0,21,20,21,23,23,15,5,15,25,27,20,22,14,0,25,6,23,23,12,27,16,16,27,4,11,4,0,16,2,10,6,11,12,13,27,13,7,0,29,19,0,20,26,3,11,3,5,2,16,16,29,12,29,19,25,9,21,28,8,23,6,14,26,8,26,7,20,22,22,19,8,8,18,4,0,9,5,25,11,25,26,14,3,29,28,13,4,9,13,21,8,25,6,21,23,8,8,2,5,19,26,5,21,20,24,24,18,3,26,4,7,14,19,26,14,28,17,18,1,11,17,28,3,24,6,13,28,11,12,16,19,13,10,9,27,15,23,2,20,8,17,0,4,5,0,1,14,1,11,6,20,25,3,15,1,16,13,10,12,6,12,9,10,7,27,14,15,20,16,3,14,27,27,7,2,11,21,13,15,13,15,17,1,17,5,22,19,26,23,3,29,21,24,12,4,12,9,24,15,0,28,4,2,9,0,28,28,12,21,0,17,10,17,14,18,24,9,15,11,12,27,6,4,10,11,19,29,23,1,16,12,4,10,4,18,21,28,3,20,29,1,22,7,4,8,26,18,18,29,14,24,17,25,17,11,22,0,10,17,14,8,10,20,13,8,19,22,10,7,10,2,28,24,25,29,29,1,15,16,25,1,17,8,22,18,11,27,18,26,1,26,5,23,27,16,1,13,17,25,9,6,2,5,25,26,24,20,19,22,20,6,28,7,22,16,7,26,3,5,6,23,9,6,20,23,1,25,17,3,26,5,3,12,6,24,5,12,2,2]"
ta34,1075,"[2,1,3,2,1,0,0,0,1,2,3,2,0,3,3,3,0,3,0,2,1,1,1,1,2,3,0,3,0,3]","[20,7,17,22,11,15,24,14,9,13,22,13,0,8,0,29,26,1,26,18,19,27,29,10,27,22,22,4,9,29,8,6,29,9,4,8,24,3,8,12,12,25,26,21,16,7,25,1,29,23,27,18,29,11,20,13,15,13,15,0,17,5,13,15,7,6,19,2,14,4,24,7,4,22,27,2,23,27,6,16,10,8,9,6,7,8,5,6,20,5,26,21,7,11,2,19,20,21,21,24,24,25,4,15,20,27,23,18,15,15,2,3,0,14,0,23,17,15,16,22,1,6,15,28,27,17,10,11,23,29,2,13,21,26,26,5,3,1,21,2,29,25,7,0,1,10,7,19,5,9,4,12,0,24,17,10,1,28,13,18,5,15,1,4,25,0,21,12,25,2,13,19,8,1,7,12,17,16,17,8,27,28,17,11,23,11,2,27,4,3,29,25,13,3,17,11,26,17,10,26,25,20,16,9,25,11,7,20,27,27,3,21,12,1,19,18,6,0,26,28,16,23,20,28,17,9,29,27,22,12,18,15,5,19,17,14,28,29,14,10,12,15,9,27,10,22,21,18,14,20,11,26,5,24,23,2,20,24,8,8,5,10,16,5,0,10,4,21,16,20,14,28,18,22,8,0,13,25,19,16,24,1,3,10,7,11,11,20,24,7,28,0,19,2,13,10,28,12,3,7,18,18,9,5,22,6,16,25,21,12,11,7,6,5,21,6,28,29,3,1,11,21,18,4,29,18,12,3,12,28,1,19,20,23,19,1,17,18,5,16,4,8,17,6,28,25,28,26,6,21,7,5,24,20,0,2,19,2,22,18,12,12,23,10,9,23,14,14,14,22,0,22,14,23,3,8,13,1,14,20,24,29,4,0,14,15,8,16,2,9,19,2,23,16,9,14,9,26,27,10,28,28,3,19,14,25,3,13,9,24,2,26,9,23,15,17,15,4,26,1,29,12,27,13,3,5,6,23,10,24,25,6,16,11,26,8,24,16,21,11,22,25,4,22,18,6,3,13,4,19]"
ta35,1081,"[1,2,1,3,2,3,1,3,0,0,1,3,2,1,0,1,0,3,3,3,2,0,2,2,1,2,0,3,2,1]","[25,12,2,18,2,1,24,7,28,17,24,22,11,22,7,29,1,6,27,21,17,21,26,3,6,22,28,1,14,16,17,0,6,10,15,16,13,8,2,28,3,11,29,18,3,28,20,13,16,9,7,20,29,1,14,4,5,12,1,15,26,5,14,6,18,26,1,7,28,5,17,9,25,11,23,6,21,14,24,28,25,15,21,28,26,6,26,0,2,23,4,13,6,22,7,10,3,13,23,19,1,12,25,23,9,19,11,11,16,25,3,2,12,20,25,4,19,12,26,4,23,27,9,27,17,3,25,7,17,9,12,8,10,11,18,1,8,8,20,5,13,10,13,0,8,13,20,19,3,25,1,19,13,25,0,21,5,22,19,10,25,22,5,4,11,16,28,27,21,0,14,24,21,23,20,8,22,22,26,3,17,13,11,12,17,19,15,12,6,5,18,2,14,7,14,2,0,25,23,27,19,10,3,2,15,11,25,19,27,6,27,24,19,29,0,24,19,12,15,27,16,3,17,18,21,13,3,22,10,24,4,24,0,29,25,18,18,20,26,5,13,24,10,8,22,27,19,12,8,18,3,9,19,5,7,14,14,10,9,17,15,2,23,27,21,28,26,17,16,18,1,8,29,29,11,4,12,10,15,13,7,4,9,20,22,6,24,24,11,15,4,0,26,29,9,8,15,24,4,27,10,19,11,28,5,9,14,23,29,7,27,6,21,10,5,2,0,14,0,28,20,10,3,3,4,24,12,14,1,20,27,28,3,21,15,8,22,14,15,1,29,4,14,27,2,12,11,15,29,8,18,1,20,6,16,29,5,16,13,8,4,6,17,2,16,5,2,2,0,2,17,17,1,10,26,16,23,23,8,16,9,6,12,7,20,22,8,5,25,6,0,4,25,7,15,16,18,24,9,1,15,9,11,29,10,14,28,18,29,21,21,11,23,28,23,7,9,5,29,13,26,26,13,17,27,16,23,7,0,21,19,20,24,7,4,18,23,16,26,12,18,20,0,26,22,22,20,9,28,21]"
ta36,1113,"[3,0,0,3,3,2,3,1,0,2,2,0,3,2,0,0,3,3,0,1,2,1,0,1,2,1,1,2,2,0]","[19,23,16,21,10,18,4,2,3,11,20,10,9,7,8,22,16,17,3,9,29,12,2,28,21,13,22,24,27,27,1,26,16,8,26,3,8,29,3,10,26,17,12,24,24,0,25,14,24,10,18,11,20,25,15,5,27,21,28,21,21,28,23,6,24,27,9,20,10,28,9,2,29,21,13,15,12,21,0,23,4,3,13,10,11,22,12,19,26,21,9,19,1,14,13,2,18,1,6,5,28,10,5,6,13,25,14,1,20,5,27,25,29,22,8,16,17,6,18,2,19,12,23,16,5,29,28,17,28,25,29,18,0,4,11,29,11,6,13,27,0,16,10,0,6,19,26,24,9,4,11,13,12,27,3,2,7,24,3,19,18,20,6,11,16,18,1,18,7,16,4,6,0,0,12,20,23,25,14,19,22,21,25,13,18,1,13,23,11,2,26,25,19,23,0,1,21,14,12,3,28,21,20,7,14,14,29,2,12,27,6,9,17,21,5,4,28,0,20,16,23,4,11,17,20,8,26,15,17,14,5,29,17,27,23,8,11,15,20,15,18,16,4,6,15,19,7,8,4,29,11,9,4,29,26,19,27,16,26,14,14,5,23,24,28,6,13,18,23,28,10,2,12,22,24,23,1,10,25,21,21,1,29,28,13,23,18,14,22,15,1,15,22,24,24,27,9,3,13,0,0,10,22,5,19,17,13,8,23,9,2,8,14,15,24,15,11,1,28,22,27,9,28,10,7,8,15,5,22,7,2,1,13,20,6,2,24,20,7,10,11,27,25,25,19,12,20,8,22,12,27,3,26,20,9,17,8,22,7,8,9,14,6,17,3,16,7,0,22,27,21,5,14,29,18,19,12,10,0,11,12,29,15,22,20,3,1,3,5,19,4,7,5,1,18,4,7,1,15,0,6,10,28,5,15,4,3,24,7,26,9,25,2,26,24,17,29,17,0,25,8,25,9,7,14,17,18,16,13,7,19,3,12,17,4,11,26,25,26,15,6,2,4,26,8,2,16,5,16,23]"
ta37,1121,"[3,3,1,1,3,0,2,1,2,0,0,0,3,3,2,2,2,3,1,2,2,1,0,0,3,1,0,3,1,1]","[15,25,3,4,2,18,13,26,1,1,26,23,2,23,24,15,8,4,4,9,23,11,9,4,14,0,6,29,16,3,0,6,10,20,12,25,8,4,13,1,22,16,14,3,12,15,29,12,15,22,10,2,8,9,18,11,2,8,26,6,20,17,8,1,7,27,29,24,5,12,13,6,15,27,21,28,19,13,0,0,16,24,27,3,3,1,10,18,7,24,23,8,11,11,23,21,19,20,0,12,16,25,11,27,15,29,19,0,21,16,27,10,16,27,9,29,24,28,29,21,15,28,20,6,20,21,20,0,19,21,9,24,22,7,25,1,26,25,7,22,22,27,6,12,6,1,27,6,21,15,9,2,5,26,13,15,2,7,3,19,28,7,18,14,28,17,17,1,16,20,1,18,27,7,5,10,20,14,16,14,8,11,27,6,25,9,28,12,19,10,3,17,4,23,29,22,5,6,13,14,10,28,5,0,8,2,21,8,22,25,5,1,23,5,22,15,6,26,28,12,24,15,25,22,25,12,28,29,18,4,2,25,11,5,13,1,25,9,20,29,2,29,3,11,7,15,11,20,8,18,22,4,18,20,28,4,5,21,29,19,0,4,14,27,27,11,7,22,20,29,13,27,3,14,26,2,25,19,7,8,26,24,7,12,19,27,25,7,22,17,28,21,16,26,21,18,23,3,23,1,14,24,24,2,8,18,17,4,17,23,12,26,24,9,11,0,14,15,17,13,20,4,13,0,9,16,3,18,0,21,3,8,13,5,1,0,8,9,5,28,17,18,17,26,20,14,26,24,15,5,1,21,2,9,23,28,27,10,10,11,14,10,29,19,0,16,18,13,17,22,2,9,22,19,3,13,3,11,6,28,18,22,13,17,28,17,10,4,16,7,0,29,25,16,29,21,25,7,26,19,11,4,12,2,11,15,8,23,18,14,10,21,9,9,19,24,5,13,16,4,24,14,23,12,23,10,2,3,19,14,17,5,20,5,1,10,26,6,17,23,24,26,6,12,6,19,16,12,7,10]"
