instance,makespan,FA,OS
ta23,1394,"[0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1]","[14,17,14,12,11,16,11,15,18,7,16,4,10,13,18,1,17,3,4,19,10,17,7,2,0,1,7,9,12,18,5,16,2,7,13,8,18,7,6,9,15,16,14,16,5,15,10,18,11,7,6,4,4,13,14,11,18,12,1,11,3,11,6,8,0,5,1,3,1,14,19,2,7,7,1,14,4,19,10,2,12,10,6,11,7,4,12,6,12,18,3,6,9,15,11,1,0,14,7,9,2,9,0,0,5,8,19,18,17,13,8,6,5,10,12,0,18,15,17,6,19,19,2,5,8,4,0,17,18,9,3,4,0,12,16,19,8,4,7,7,4,2,7,19,12,13,9,11,3,17,13,6,6,12,13,19,10,14,14,9,13,8,9,11,15,12,18,4,2,16,9,13,14,2,14,10,13,8,3,3,11,19,13,1,10,17,18,19,16,3,19,16,16,8,14,10,14,12,2,3,10,6,14,0,5,14,12,5,0,8,9,11,8,12,17,11,18,12,9,0,3,13,9,1,10,6,17,17,5,3,15,15,4,14,11,15,16,1,8,2,6,10,5,1,0,5,1,1,16,16,16,8,2,17,2,17,11,7,15,1,9,15,8,17,6,14,9,10,3,5,8,19,5,17,0,5,0,14,5,19,8,19,15,13,13,15,18,9,17,4,18,11,12,18,8,2,0,7,11,2,13,9,16,1,5,17,3,18,15,11,13,13,16,7,9,19,14,19,0,6,4,16,15,5,12,18,9,17,13,5,19,15,16,2,4,0,1,5,3,0,19,10,4,12,6,7,4,8,10,10,17,6,16,1,4,18,17,15,16,14,15,12,6,3,4,3,13,5,10,0,4,7,6,3,18,8,1,0,15,3,2,7,8,1,7,11,1,11,10,12,2,10,2,2,9,19,13,3,6,15]"
ta24,1438,"[0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0]","[7,4,3,3,16,18,4,4,5,14,17,14,6,14,5,8,9,10,12,10,14,1,16,0,14,8,6,6,13,11,6,3,6,10,16,2,13,2,14,3,8,17,17,4,19,15,0,6,17,19,7,10,3,7,3,18,9,13,10,5,2,9,6,15,11,14,12,17,17,11,14,7,13,14,2,17,7,4,18,3,2,1,2,7,8,15,10,11,11,11,1,7,8,0,3,5,17,13,1,19,4,11,4,12,15,13,0,16,0,16,15,19,4,15,15,9,10,19,19,10,17,9,3,5,11,4,2,11,18,7,11,0,16,11,3,1,2,16,4,8,3,9,6,19,7,9,13,0,12,14,3,13,0,19,8,0,16,17,18,19,2,8,15,3,11,1,13,1,12,1,6,5,5,15,0,6,12,9,8,2,0,18,5,11,17,8,15,16,4,8,5,5,3,5,0,13,7,19,16,8,19,1,12,10,19,4,5,11,7,7,4,8,18,18,4,9,16,2,0,1,12,5,0,19,2,15,18,1,7,2,13,13,13,10,4,0,5,12,0,16,1,10,7,6,5,18,17,13,15,16,14,9,7,13,12,2,13,10,1,1,17,16,17,7,6,6,17,15,12,6,3,1,12,18,15,12,18,18,8,6,5,14,2,10,19,17,3,13,16,8,17,19,2,9,7,14,14,14,4,12,1,19,5,19,16,11,3,9,4,4,5,0,11,2,14,9,10,8,5,9,15,4,18,7,6,18,18,13,1,10,10,8,7,13,8,15,9,13,11,17,0,10,8,9,10,14,0,6,2,14,12,11,7,18,15,12,5,12,15,9,9,6,1,17,19,12,9,12,2,8,16,6,6,19,15,18,9,10,14,3,11,16,16,1,2,12,16,3,14,4,1,0,3,10,19,17,11,18,18,15]"
ta25,1402,"[0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1]","[6,5,2,12,15,9,8,12,2,12,15,11,18,15,14,13,19,0,18,16,8,7,0,11,3,14,3,6,13,15,4,17,1,16,6,5,19,18,1,5,4,3,17,7,5,2,9,17,18,0,12,15,16,3,17,10,15,0,9,9,9,11,0,15,2,10,8,10,14,1,2,7,13,7,5,11,0,19,19,19,0,7,9,1,19,12,12,7,8,8,10,0,10,2,12,3,1,9,1,13,17,11,8,3,4,5,2,4,17,6,8,1,4,10,12,16,13,7,17,12,6,16,14,6,3,15,17,8,12,11,13,3,3,17,15,17,6,5,0,0,18,10,11,16,2,1,2,4,6,0,2,9,8,19,13,5,8,5,3,13,7,18,5,5,10,13,14,0,9,15,4,13,9,11,19,14,18,14,14,15,19,16,8,17,5,16,16,11,10,1,17,7,6,8,7,4,10,0,12,9,18,9,14,14,18,8,7,12,6,18,3,5,18,1,9,6,15,18,19,2,7,4,2,12,16,2,1,15,18,13,1,4,18,1,12,8,8,10,13,14,16,6,4,11,7,0,9,1,6,12,11,5,14,19,2,15,14,13,19,3,19,14,18,13,16,4,0,2,2,11,12,6,15,16,5,14,10,19,16,3,11,1,7,16,11,9,6,0,4,15,11,4,13,6,7,19,17,5,19,8,13,19,17,4,3,12,5,17,4,1,13,17,7,14,9,14,6,5,10,11,12,13,1,7,3,8,13,1,5,10,7,10,18,12,9,3,15,7,8,18,10,4,19,11,17,4,6,9,3,0,0,15,18,6,3,0,10,9,2,18,11,14,3,3,17,5,14,10,16,1,19,8,2,15,6,2,18,13,15,1,11,9,16,4,19,12,17,14,10,16,7,11,2,4,17,10,16,0,16,8]"
ta26,1461,"[0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0]","[4,10,5,14,11,19,13,18,3,7,3,14,0,8,13,6,3,17,5,14,9,1,0,11,11,12,19,14,19,9,1,18,15,9,15,11,8,16,8,4,7,8,7,1,3,18,4,11,15,14,11,10,17,8,14,0,12,3,8,14,15,15,18,7,14,6,11,9,2,18,9,10,2,3,2,16,9,10,2,3,8,13,7,4,2,16,15,12,7,5,9,12,17,16,10,13,8,10,17,1,3,13,15,8,16,7,19,9,4,1,2,2,9,1,1,18,14,4,3,15,12,12,18,17,17,14,5,7,8,12,15,19,3,13,2,0,2,6,13,6,16,12,1,19,19,19,6,16,0,0,19,17,16,8,16,13,12,15,10,7,15,4,4,12,16,17,4,6,0,16,2,16,9,9,14,17,17,2,10,11,18,6,1,0,1,12,0,1,16,4,1,14,13,1,2,9,10,5,2,12,14,4,7,5,14,6,12,3,3,3,17,4,7,19,17,7,4,6,12,9,7,10,16,11,6,5,0,17,5,7,13,15,5,10,17,9,1,15,11,18,5,6,11,0,10,10,5,11,2,2,1,18,14,9,15,7,13,3,1,3,4,12,4,19,13,18,18,7,3,4,18,13,17,5,13,9,5,12,14,19,0,8,6,12,10,16,10,5,13,18,19,11,15,1,5,6,4,9,1,10,6,0,7,3,16,17,11,15,8,3,12,3,0,1,12,11,19,13,5,18,8,4,6,11,9,0,0,1,8,8,17,14,7,10,15,8,10,8,13,19,5,0,5,11,7,16,15,14,15,17,14,17,19,3,6,6,10,19,9,18,9,7,2,13,5,11,2,2,13,18,10,16,6,0,18,15,2,4,19,0,18,12,14,13,6,8,18,8,0,11,2,16,4,16,19,6,17,11,19,5]"
ta27,1501,"[0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0]","[2,7,14,8,14,19,8,17,13,7,5,19,8,8,10,9,1,5,19,5,11,1,5,4,16,10,16,0,12,6,5,19,10,15,1,15,12,12,19,2,7,12,3,17,8,14,6,2,11,16,15,7,15,17,2,10,17,8,4,16,6,3,17,9,8,13,13,10,0,17,19,9,6,11,0,12,13,16,6,18,5,19,13,11,2,16,12,17,14,18,18,9,16,0,14,17,12,19,0,3,1,10,1,0,15,10,1,17,0,16,10,4,4,15,1,19,16,1,2,12,9,13,0,5,12,1,9,16,15,11,11,18,1,18,7,14,17,13,11,19,5,18,3,14,18,10,1,6,4,5,17,9,14,13,3,9,6,7,10,6,10,18,16,13,2,14,5,3,6,13,2,18,6,18,7,4,3,10,7,18,11,1,3,19,7,5,8,13,1,11,10,17,8,10,8,19,7,13,2,6,15,3,4,1,12,12,0,8,11,4,9,9,14,3,7,17,16,12,1,14,19,18,1,0,13,13,8,11,12,2,8,5,14,18,0,5,19,10,3,13,6,14,2,3,2,11,11,9,12,15,6,16,7,1,7,0,4,9,9,4,4,8,11,2,0,2,4,16,5,9,8,2,0,0,10,18,17,17,3,18,15,5,12,15,12,12,4,11,8,7,10,3,15,5,19,18,3,4,6,18,15,7,14,2,11,16,14,17,17,6,9,11,10,15,7,16,12,13,9,19,15,16,14,15,0,12,4,9,14,3,18,14,10,1,18,13,7,6,3,6,5,9,16,15,3,15,11,0,1,14,4,6,4,7,8,6,11,0,15,2,9,13,0,13,7,0,8,4,2,8,3,18,6,3,10,2,7,5,14,17,16,19,13,16,5,4,8,9,11,5,19,15,19,4,1,12,17,17,2,19]"
ta28,1493,"[0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0]","[9,16,9,4,3,5,17,0,3,10,1,11,14,16,5,19,13,9,8,17,7,18,11,3,5,1,11,17,8,4,14,15,2,11,14,1,14,11,9,17,4,4,15,15,16,0,8,3,4,5,17,8,0,19,13,1,12,15,0,14,12,14,6,14,18,4,17,13,19,1,18,2,9,18,6,8,15,17,8,17,18,5,19,15,2,5,19,7,0,1,3,10,10,6,2,11,7,15,18,0,3,17,6,7,2,15,19,10,16,13,7,19,5,8,17,8,7,6,12,19,5,5,18,14,11,1,16,6,11,2,3,7,0,7,13,10,2,19,4,14,0,10,15,15,16,4,0,5,0,14,6,3,9,18,11,7,15,4,18,13,16,15,17,8,2,18,13,17,19,2,13,1,10,9,4,3,13,2,19,2,0,19,10,16,14,12,13,2,16,15,6,0,6,4,12,10,10,7,8,14,7,16,12,4,11,17,14,16,19,0,7,9,0,18,1,9,10,1,5,10,14,0,7,12,1,1,16,15,16,5,18,18,9,13,17,13,14,8,13,0,3,0,12,11,16,12,12,13,16,10,6,10,16,8,15,1,3,9,12,5,8,16,4,13,19,11,3,13,7,12,6,3,7,0,6,6,9,9,6,8,1,11,12,6,2,16,1,18,9,1,8,11,1,4,12,7,11,2,2,12,0,6,2,10,11,8,14,7,18,9,2,18,12,5,13,5,13,3,7,4,6,10,19,1,14,15,8,10,14,8,6,17,12,10,1,19,4,3,15,7,6,0,19,2,16,17,3,9,11,4,9,3,11,18,18,19,13,12,17,18,14,12,4,4,5,15,10,9,5,19,9,8,11,7,4,11,12,3,19,17,9,2,8,13,3,14,17,5,3,5,15,18,10,17,2,15,6,5,16,1]"
ta29,1484,"[0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1]","[9,5,8,2,4,19,5,16,18,10,15,15,12,5,13,2,1,10,5,14,1,18,10,12,13,8,8,5,6,3,11,4,15,5,0,12,3,0,6,13,17,4,9,17,2,8,12,7,16,19,19,2,15,2,13,2,12,7,17,1,18,15,19,14,10,2,17,8,4,10,5,9,5,19,3,19,7,12,0,9,15,3,17,18,0,12,17,8,14,12,1,8,19,16,17,4,11,10,4,18,5,14,2,9,1,14,11,3,16,5,9,12,10,10,6,19,17,8,16,0,10,7,18,2,3,18,14,13,14,6,15,8,9,17,6,10,0,13,8,18,11,2,18,14,0,18,18,11,6,5,16,3,19,9,13,13,4,8,1,4,3,17,18,6,7,15,6,13,19,11,1,7,12,11,0,15,0,17,3,18,14,17,16,3,6,18,1,9,10,1,6,8,7,1,5,10,3,13,11,14,9,6,4,16,17,7,16,11,19,9,7,4,3,11,13,11,9,3,2,4,3,14,16,16,5,7,18,16,12,9,2,9,16,16,2,15,11,4,2,17,19,15,0,11,2,19,6,9,1,1,12,0,0,18,14,9,7,1,8,3,7,12,2,1,15,17,4,0,12,19,5,5,16,1,6,14,6,13,16,8,9,15,10,7,8,16,0,7,13,19,12,17,6,16,6,11,14,15,17,12,4,10,17,15,10,13,2,1,18,17,6,11,4,6,5,11,12,13,14,14,0,19,4,0,11,1,3,13,13,2,19,5,10,16,12,8,10,4,14,19,18,5,5,0,0,15,6,1,14,15,13,4,9,7,0,18,12,3,7,10,2,15,4,14,7,18,7,12,10,8,15,10,11,13,14,8,6,5,11,1,2,13,19,8,8,3,9,11,19,17,9,15,7,3,3,4,0,16,1,7]"
ta30,1492,"[0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1]","[5,18,19,1,13,4,17,16,6,4,11,18,17,2,10,6,4,4,13,3,10,4,5,19,13,6,0,13,4,9,6,12,19,13,13,16,13,11,12,18,15,10,12,8,6,4,6,14,16,15,5,19,1,17,5,18,14,1,2,3,18,17,14,8,2,18,10,11,16,14,9,6,9,1,1,16,5,6,19,10,3,0,11,7,15,1,7,12,9,11,14,13,5,7,18,10,18,4,3,3,6,3,1,10,1,3,15,19,14,3,6,6,1,14,15,17,11,0,7,5,13,2,11,11,2,4,8,5,17,17,7,6,18,9,15,18,1,17,15,14,2,19,3,18,0,3,0,10,5,12,9,2,5,19,9,11,14,8,14,7,7,16,19,0,3,6,15,11,12,18,16,16,0,18,13,17,15,7,7,1,13,12,3,16,12,7,1,19,0,19,18,2,18,8,10,0,0,6,11,15,17,18,11,10,14,9,10,16,16,17,9,0,17,10,5,14,10,15,9,14,4,8,13,11,7,9,1,12,16,8,14,18,17,4,13,4,10,5,5,1,15,10,15,15,1,16,13,12,9,3,5,0,15,17,18,6,4,1,5,4,15,4,19,10,0,8,1,2,5,9,12,3,4,12,7,4,11,2,19,16,8,6,16,4,14,2,8,6,2,5,2,14,7,18,12,7,14,5,0,17,16,7,2,2,17,19,1,15,12,5,7,16,13,1,14,3,15,5,14,2,13,19,3,11,19,16,17,8,19,19,11,12,15,4,8,2,17,9,9,0,16,13,6,10,12,9,0,2,10,6,13,8,7,19,16,9,2,7,0,6,8,9,12,2,9,8,12,7,11,17,10,3,11,11,8,12,13,14,17,4,8,8,7,3,3,15,13,8,0,11,9,0,8,18,12,10,0,3,1,19]"
ta31,1342,"[1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0]","[11,25,20,22,5,0,22,0,6,0,4,29,8,22,15,29,0,15,16,13,21,20,14,15,12,8,27,9,21,18,6,28,15,19,24,28,8,21,16,3,23,1,23,17,7,28,11,19,22,6,9,12,14,4,15,19,20,4,13,22,17,28,25,18,20,2,25,0,7,10,16,15,8,11,19,15,17,7,23,9,18,11,27,6,27,2,21,14,29,0,16,2,20,1,1,24,6,29,19,9,5,5,7,0,25,12,7,19,20,17,7,25,24,3,17,29,12,28,11,16,14,2,20,22,1,8,24,19,6,21,16,13,21,2,9,10,4,4,23,10,24,28,17,0,13,26,11,29,29,20,25,17,8,16,24,19,13,18,6,4,26,28,23,14,9,26,28,10,21,9,4,28,26,4,13,6,24,14,20,5,3,19,19,19,28,9,25,11,5,17,8,24,21,23,28,3,16,17,10,25,21,18,15,10,22,26,8,29,25,12,13,20,1,5,22,26,3,14,5,7,23,3,21,15,29,2,27,6,16,29,26,17,14,15,3,5,4,10,18,3,6,5,14,27,21,29,8,26,1,19,2,13,21,1,18,6,5,26,4,11,7,8,5,20,12,10,1,18,23,16,7,2,22,25,22,22,17,26,17,18,25,8,9,12,26,27,12,11,12,24,0,27,14,27,21,23,7,5,11,3,22,3,5,16,18,3,12,0,5,10,11,15,5,23,11,22,8,0,28,24,12,27,14,24,1,10,26,20,2,18,8,1,29,28,2,13,9,17,13,6,0,20,29,1,11,2,23,2,4,13,11,7,4,0,28,20,12,3,10,23,4,27,9,15,12,29,13,7,3,4,8,26,24,2,14,15,7,6,21,12,11,4,10,9,19,24,8,27,16,14,24,7,16,14,25,13,17,10,10,2,26,1,23,18,22,0,27,15,23,29,15,9,19,2,16,21,9,25,3,1,25,17,18,19,7,9,24,14,28,6,25,23,22,16,13,27,27,1,12,20,27,18,26,6,3,18,1,0,10,13]"
ta32,1419,"[0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0]","[21,16,17,25,9,14,14,16,14,24,0,7,9,15,11,0,18,23,21,1,13,8,9,26,11,4,25,20,16,28,19,27,15,21,21,3,25,14,20,10,4,16,6,15,4,12,26,29,22,16,15,20,1,12,0,8,28,19,3,15,2,28,11,8,13,23,18,4,28,17,23,26,14,22,25,26,25,19,20,18,17,29,3,16,25,7,19,27,1,13,14,17,22,16,1,9,19,17,17,28,0,10,29,15,5,26,7,12,16,6,23,29,13,9,9,3,20,5,22,27,10,25,14,26,11,21,10,11,6,7,25,21,19,18,14,3,27,12,22,0,10,0,20,7,28,15,25,24,11,1,7,17,3,3,8,13,4,7,12,8,2,29,9,27,29,22,6,24,9,3,2,22,22,15,13,1,27,17,9,5,18,20,10,24,8,29,18,20,1,2,4,11,4,29,16,12,0,4,2,19,26,29,4,16,9,17,19,15,13,22,18,5,12,15,21,27,28,2,26,27,2,2,2,14,5,10,22,23,22,1,7,8,4,5,13,8,15,27,10,10,8,12,8,21,19,0,28,24,0,28,17,5,21,10,20,17,12,5,12,24,2,0,5,25,23,11,4,20,2,6,24,25,9,10,26,21,23,6,28,14,24,13,13,5,26,6,1,23,19,24,2,18,8,18,7,6,12,11,0,13,11,20,14,9,12,18,16,7,27,27,23,3,4,14,5,11,19,17,4,25,29,15,1,19,27,3,21,6,10,0,15,24,22,20,21,23,25,20,14,23,26,25,3,13,28,24,28,27,25,28,8,17,7,1,8,12,18,19,7,29,18,24,0,16,28,2,22,15,7,3,8,10,24,17,12,8,24,24,28,19,22,9,29,1,18,6,1,21,11,26,16,27,6,3,26,0,27,18,20,4,13,10,16,23,21,1,26,29,22,20,9,6,11,10,6,23,5,7,5,11,2,9,13,14,1,6,19,0,29,3,26,15,6,11,2,21,16,18,12,5,4,7,13,5,17,14,23,29,23,3]"
ta33,1455,"[0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0]","[20,9,5,23,0,27,20,1,22,12,20,26,11,5,27,18,22,15,16,3,7,21,0,21,5,6,26,10,20,9,8,7,26,24,2,19,27,9,1,3,19,16,1,20,12,6,3,16,0,17,17,4,12,13,2,6,15,14,13,29,8,25,15,19,0,9,9,23,25,1,4,14,29,1,23,18,23,7,0,14,18,4,26,19,15,0,9,3,29,5,24,21,12,20,28,11,8,6,29,19,13,17,8,24,22,17,2,3,28,6,27,6,19,16,15,18,5,25,3,29,21,15,5,24,8,7,4,23,8,17,25,4,13,23,23,11,18,14,16,17,10,18,2,27,22,27,24,22,1,12,21,28,12,23,6,4,18,1,21,13,1,22,20,3,18,28,7,10,24,5,19,16,4,3,2,15,6,11,6,2,22,29,6,5,12,1,24,19,19,13,5,23,25,26,24,16,15,22,12,10,15,0,23,14,9,29,15,3,20,13,0,25,3,4,20,19,17,28,0,2,11,25,14,10,8,23,24,7,16,11,29,6,28,2,7,20,3,14,13,12,17,17,14,8,14,9,27,26,11,23,17,8,21,20,20,24,15,8,21,2,27,1,27,3,8,22,21,19,6,18,5,5,24,21,2,7,2,19,17,21,29,16,22,17,22,17,3,29,7,18,9,14,5,0,25,11,27,28,27,7,0,29,23,8,11,13,13,25,1,22,5,2,11,28,26,20,1,8,2,29,18,11,12,12,22,25,4,28,9,26,24,4,21,0,27,21,1,13,14,0,7,24,23,28,10,2,26,10,12,4,12,17,0,7,22,17,28,2,3,10,15,19,25,28,4,7,9,0,25,10,6,28,16,19,28,6,10,29,6,9,25,5,10,9,13,21,19,13,26,26,15,20,26,27,10,11,27,7,16,12,26,16,4,11,5,16,14,15,18,9,10,4,28,12,18,24,25,15,24,26,21,10,8,11,11,10,29,14,29,7,20,25,14,23,8,18,16,3,22,14,1,27,26,16,18,13,13,9,1,4]"
ta34,1425,"[1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0]","[7,5,17,12,6,14,20,4,25,0,10,26,5,16,14,22,17,3,10,16,4,2,2,6,14,18,26,14,27,12,9,1,8,19,25,3,3,11,21,12,4,13,25,26,20,11,25,8,29,15,16,13,11,27,28,22,7,6,11,7,22,17,17,3,17,13,5,8,22,29,13,23,4,10,5,12,7,24,15,6,21,17,18,27,14,23,16,27,17,8,1,13,8,3,13,3,7,20,21,27,16,21,18,26,21,26,14,18,13,28,21,7,25,21,15,16,9,17,25,0,10,9,2,10,16,26,29,21,7,28,15,20,15,13,19,24,3,20,22,10,0,5,12,19,2,6,29,28,12,11,23,21,1,18,5,10,7,29,15,4,23,12,21,16,23,18,24,28,25,26,19,14,26,3,27,18,9,10,6,17,16,1,6,11,16,28,20,21,24,7,7,19,5,28,0,17,1,11,11,24,27,25,6,1,6,6,19,8,20,12,4,23,7,21,22,3,22,25,0,23,5,3,4,17,1,15,21,12,3,26,15,16,4,20,1,22,29,2,24,8,6,27,2,24,14,11,24,0,9,26,18,29,20,7,4,17,8,24,10,0,13,26,21,13,15,19,28,0,9,5,16,10,22,27,19,2,15,14,13,15,24,24,20,15,15,19,3,11,26,22,8,12,9,29,22,27,29,22,14,1,4,6,22,5,11,23,10,28,9,28,23,5,19,28,25,2,1,18,2,29,16,13,13,4,15,28,4,13,8,27,8,9,14,28,19,6,19,0,2,19,1,18,11,6,24,18,20,14,12,15,7,0,4,27,23,24,9,16,9,20,18,20,25,8,1,0,18,17,5,8,23,9,10,1,23,5,29,2,17,27,26,10,14,8,29,28,21,19,25,4,7,7,4,29,23,25,12,27,20,11,16,0,24,2,9,11,26,8,1,12,12,3,25,0,23,14,0,2,12,20,3,2,25,24,27,5,5,29,1,28,18,9,2,23,0,17,10,26,22,19,10,6,3,9,18,13,11,14,22,29]"
ta35,1414,"[1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1]","[14,8,27,11,29,13,11,26,22,23,7,28,28,14,1,10,18,8,20,23,13,25,27,17,14,27,12,18,8,24,2,18,12,25,24,11,2,29,28,22,3,24,2,5,21,11,5,2,24,15,18,6,2,17,18,2,0,27,26,16,29,14,26,4,23,5,9,29,15,25,17,28,4,18,14,22,27,25,28,14,29,24,19,11,1,1,2,10,0,12,20,13,28,2,1,17,14,22,20,20,10,16,8,14,18,1,22,6,15,7,16,4,18,12,29,16,3,1,19,29,28,16,12,0,7,16,11,7,9,12,2,21,7,21,14,27,5,6,24,25,16,11,21,19,1,29,9,6,22,15,25,13,17,0,12,8,26,3,7,25,5,26,17,4,14,2,20,26,10,20,19,9,8,27,10,0,19,10,23,5,25,25,15,10,4,5,7,14,6,10,19,28,14,18,0,22,29,13,18,1,13,25,5,6,27,2,1,4,11,4,11,0,23,14,9,19,8,6,20,9,25,15,10,7,3,13,4,18,6,12,27,19,15,20,24,6,6,23,7,8,29,5,3,19,26,20,8,18,22,24,16,17,10,9,27,7,27,26,9,17,13,7,12,28,4,12,23,17,27,9,18,26,0,29,24,26,24,6,5,0,8,23,19,25,24,28,10,18,11,2,9,28,0,3,10,5,20,21,21,6,28,5,3,4,22,24,15,19,5,7,15,12,21,26,10,3,22,24,9,22,7,0,20,18,3,5,23,1,21,4,29,1,23,3,15,3,23,0,13,20,26,22,8,11,3,17,9,6,1,21,11,20,13,6,17,26,11,27,16,17,15,13,25,0,28,9,13,12,21,2,25,15,8,13,3,20,19,12,23,4,24,3,14,15,21,16,22,29,3,8,2,12,16,13,21,12,29,27,26,19,28,27,17,9,22,7,11,0,20,19,21,10,21,17,28,6,0,23,4,19,8,8,10,16,22,11,24,2,16,15,23,1,17,7,1,4,13,29,4,23,14,15,26,21,16,9,1,25,16,5]"
ta36,1456,"[0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1]","[25,21,11,29,15,2,18,19,24,10,5,29,24,6,3,21,5,5,12,3,29,26,27,0,0,19,2,29,3,6,7,0,26,1,8,15,12,24,22,18,17,16,15,3,0,11,9,21,14,22,28,28,25,8,25,20,5,28,26,8,17,9,22,4,12,13,26,21,11,7,1,11,19,1,28,4,2,5,16,14,28,1,19,29,4,0,19,5,3,5,6,17,22,0,0,20,18,22,26,24,24,6,15,12,11,29,22,3,17,6,16,21,1,27,21,21,15,2,18,23,1,9,5,0,10,25,15,15,0,6,12,1,17,1,25,22,7,26,25,10,9,14,13,22,24,27,0,28,8,2,10,19,22,10,4,11,2,19,28,7,10,16,20,24,16,21,27,9,12,18,21,13,13,16,15,23,21,25,10,14,17,4,25,23,26,21,1,7,11,16,13,23,15,10,7,11,23,27,9,19,26,8,7,17,2,13,1,28,7,12,0,29,14,1,9,14,23,25,9,27,0,11,8,13,6,25,7,8,18,6,2,18,4,24,20,18,24,16,8,16,18,12,24,24,25,11,25,29,20,29,3,15,21,27,17,20,11,19,18,6,24,23,17,12,5,20,6,20,18,10,16,5,4,2,12,23,4,15,23,28,3,10,21,3,23,5,3,11,4,2,2,8,26,8,5,21,7,23,13,16,9,20,23,26,4,13,19,6,3,26,1,19,13,10,15,13,27,6,14,13,7,21,12,24,9,22,18,25,5,19,27,28,11,1,3,9,13,4,23,29,20,20,29,6,8,5,9,7,6,14,16,15,17,4,29,14,4,25,5,4,20,6,14,9,9,12,14,22,22,3,27,18,27,1,28,10,8,10,28,3,27,0,13,14,26,28,23,12,18,14,24,17,12,0,19,18,27,14,3,16,9,23,2,19,0,2,24,26,8,19,8,2,2,26,20,14,11,22,27,22,15,1,17,4,17,10,16,29,17,20,17,20,13,25,7,22,12,26,29,27,10,29,16,28,7,8,28,15,7,11]"
ta37,1448,"[0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0]","[25,17,13,2,5,24,4,11,27,24,1,26,12,25,1,26,29,15,26,7,22,6,24,5,10,20,3,18,16,4,22,28,1,28,10,28,25,25,21,8,20,0,2,6,19,13,0,3,7,1,1,7,14,7,15,0,14,3,1,5,10,7,17,7,18,18,27,8,21,23,13,23,10,8,15,22,10,5,24,11,12,19,8,3,6,0,9,16,0,3,23,2,27,24,26,27,15,6,15,9,3,19,23,10,18,2,15,12,12,2,13,1,29,13,4,3,10,20,14,22,22,14,17,5,19,3,9,5,18,11,24,1,8,17,5,0,23,0,4,5,4,16,5,21,24,20,8,14,15,9,4,25,17,23,25,27,28,15,9,7,22,3,9,16,20,28,5,0,29,13,24,17,18,8,23,6,4,1,17,14,27,4,14,19,19,0,19,10,11,20,17,26,28,0,9,17,27,0,1,13,15,29,12,25,12,28,24,13,10,27,29,2,20,28,3,28,25,22,16,28,24,13,27,11,21,18,28,7,26,8,12,2,8,10,21,23,20,18,27,20,20,1,12,11,21,6,22,25,6,28,15,11,3,10,4,17,24,7,6,9,26,2,2,8,7,29,17,16,15,13,15,18,12,29,12,18,29,11,0,25,5,23,7,11,26,21,5,24,3,17,15,19,12,21,20,16,21,19,13,16,4,23,14,24,28,23,29,21,26,4,10,7,26,26,27,2,13,14,23,27,5,12,21,22,16,1,9,14,11,22,3,28,22,8,27,11,4,0,8,16,19,9,2,3,19,26,25,29,20,16,15,29,4,29,7,16,13,24,16,11,26,27,18,14,6,10,6,6,22,13,11,2,16,14,2,13,14,6,23,20,21,6,0,25,26,18,4,15,6,25,1,19,14,18,18,16,19,7,3,17,9,5,1,22,9,8,22,9,14,2,29,26,23,6,28,17,21,25,4,18,12,7,22,29,25,8,8,19,27,12,2,21,5,24,10,23,9,20,20,29,12,10,17,21,1,9,11,0,19,11]"
