instance,makespan,FA,OS
ta11,1134,"[1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1]","[10,8,14,16,19,18,13,15,8,17,5,11,8,11,9,6,12,16,1,6,7,2,2,8,15,16,7,13,2,0,11,6,3,19,10,14,13,15,14,4,19,9,13,4,6,12,16,1,1,16,8,4,11,2,11,5,8,19,3,7,14,11,13,9,10,4,7,12,6,18,9,5,2,2,0,1,11,6,10,7,3,14,3,5,11,3,13,15,11,17,9,8,19,2,18,0,12,10,18,10,15,13,18,3,2,10,7,4,9,18,1,12,14,19,4,7,1,11,8,9,6,14,11,15,1,5,14,11,18,17,19,5,12,12,15,18,3,12,9,6,4,4,6,1,10,0,3,8,4,17,18,2,18,7,0,9,7,8,1,12,16,15,9,16,10,11,11,14,5,18,5,5,13,7,10,16,4,12,17,7,12,18,17,1,18,3,3,4,2,19,7,17,0,3,10,19,17,0,13,4,12,15,8,14,16,0,2,15,12,7,15,0,19,0,13,0,6,6,1,15,5,1,8,9,17,8,2,1,10,5,13,13,19,2,13,12,17,19,9,12,10,0,13,5,17,14,3,4,3,5,19,6,17,6,8,0,1,11,19,8,18,19,0,16,17,18,16,5,4,4,1,0,15,10,14,3,10,14,15,2,3,16,5,14,16,2,7,15,6,16,17,6,7,17,13,14,9,16,9,9]"
ta12,1146,"[1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0]","[6,3,19,7,18,3,15,4,8,16,0,18,11,11,5,11,18,11,9,16,2,2,3,7,3,4,18,8,19,17,8,10,2,1,12,15,12,9,6,17,19,3,13,10,13,15,0,11,6,6,2,16,9,13,1,8,5,14,12,17,17,14,7,12,15,15,2,0,13,9,4,14,15,4,6,10,4,9,19,8,5,6,15,4,5,12,9,18,4,8,0,3,10,15,7,6,9,16,12,17,10,6,13,5,4,18,18,12,8,18,6,1,2,0,19,0,0,18,5,0,7,19,6,10,11,7,8,18,5,15,16,14,16,14,16,6,3,19,15,12,16,11,11,1,7,3,7,19,0,5,0,12,3,2,4,11,4,1,3,8,12,1,13,12,16,9,17,10,9,17,14,13,5,18,17,10,17,1,1,3,5,12,15,3,16,5,7,3,16,13,13,14,1,10,13,19,13,10,1,17,1,6,11,6,14,2,15,19,16,19,2,19,0,19,17,18,14,8,13,7,6,14,5,1,2,14,3,7,14,9,10,9,8,1,15,8,17,11,12,0,4,13,2,3,2,1,11,11,9,10,12,17,18,4,7,18,5,15,10,17,12,17,11,13,7,2,1,2,18,8,15,13,8,16,11,7,9,19,0,4,4,5,6,16,10,0,9,10,14,0,8,19,7,16,5,9,2,4,14,14]"
ta13,1093,"[0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0]","[3,4,8,12,5,3,17,17,0,6,9,9,18,12,1,10,9,0,14,8,11,5,3,8,9,9,1,6,17,19,16,3,0,0,17,15,10,14,4,17,16,1,19,6,19,12,8,7,11,14,16,8,4,6,17,15,16,7,6,1,2,2,15,4,1,13,18,8,11,16,15,6,0,7,17,11,13,13,18,10,11,3,4,1,6,2,13,5,2,14,3,7,3,11,18,0,1,0,2,8,1,10,14,6,5,9,18,12,6,16,9,9,18,15,16,15,14,18,1,10,4,14,12,13,5,0,15,5,10,13,13,14,3,19,12,18,10,17,11,12,1,14,8,3,3,15,13,18,5,16,12,11,19,13,4,6,12,7,7,16,19,12,10,19,4,2,19,7,5,5,0,15,12,19,10,5,3,2,10,16,9,15,14,0,13,4,0,10,0,0,1,5,19,15,0,16,19,15,8,13,17,7,2,0,7,18,7,4,19,7,2,14,1,13,9,5,7,19,4,6,19,18,5,13,3,18,8,9,11,19,11,3,8,12,16,8,7,3,5,17,9,4,12,6,7,5,17,16,7,12,8,2,4,1,6,15,17,17,9,10,13,2,18,1,16,4,2,8,17,2,11,15,15,16,8,14,14,18,10,14,17,6,11,4,13,9,1,2,2,6,11,11,14,12,10,11,10,3,18,9]"
ta14,1071,"[0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1]","[8,16,15,15,4,4,6,5,19,2,7,5,4,17,4,0,4,3,2,14,4,13,3,13,17,8,13,13,12,4,8,14,11,13,12,9,16,4,4,8,10,13,2,15,17,6,0,7,16,7,16,2,9,9,19,1,8,19,1,9,10,0,6,14,16,10,7,19,16,18,12,7,18,1,2,14,14,15,2,6,16,10,16,3,0,10,4,13,18,5,18,10,19,13,5,2,14,17,7,14,5,7,19,5,17,9,1,16,14,5,11,9,4,10,7,18,15,2,16,4,17,11,19,8,1,6,18,10,2,3,7,11,15,18,3,5,12,11,15,3,1,5,10,3,13,3,16,12,15,17,5,11,1,1,14,6,17,11,0,6,18,19,9,12,12,11,9,0,18,18,12,11,11,0,19,0,7,7,19,4,12,17,17,12,7,6,14,1,8,9,12,0,0,1,5,15,2,4,3,19,6,8,16,18,6,3,2,19,12,18,13,15,18,9,15,13,10,7,19,11,17,9,9,12,5,16,3,0,8,9,1,17,6,10,6,7,11,8,2,11,0,8,3,13,10,0,8,17,11,7,1,15,2,14,6,14,5,18,6,13,13,8,15,9,15,12,3,2,3,16,5,14,0,14,8,19,4,10,2,17,1,10,3,5,1,19,16,9,14,6,1,17,15,8,11,10,0,13,12,18]"
ta15,1129,"[1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0]","[8,16,6,15,16,11,0,9,13,9,12,17,16,6,5,11,14,18,4,9,8,13,1,19,9,10,7,1,10,14,16,14,5,11,14,5,19,5,18,7,15,10,2,6,15,17,14,12,7,13,12,18,10,19,1,12,16,18,11,1,4,15,18,17,10,19,18,11,18,2,1,19,16,2,2,12,4,9,1,15,15,12,5,11,4,2,7,4,0,13,17,7,15,18,2,12,18,6,15,8,7,0,0,8,8,17,4,7,8,1,9,12,13,12,14,4,3,8,14,6,2,19,15,6,0,4,9,11,8,11,9,14,1,0,0,4,14,5,1,19,3,12,12,8,12,7,18,4,13,17,13,2,8,14,10,14,7,7,4,11,11,13,17,8,19,2,5,11,10,13,16,9,18,16,17,3,13,14,3,6,18,4,19,3,8,7,19,19,1,9,0,10,13,14,15,3,6,10,11,13,5,19,16,8,5,10,1,9,6,1,6,6,11,3,2,17,10,15,9,5,4,17,12,0,17,3,13,6,16,17,7,19,8,6,1,14,16,13,1,4,5,16,3,0,11,12,7,7,2,5,9,13,10,11,0,15,1,9,10,19,0,3,15,14,3,18,18,17,8,2,19,12,6,15,0,2,0,10,0,7,16,6,5,9,4,3,5,2,3,18,10,16,16,3,3,17,5,15,2,17]"
ta16,1168,"[1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1]","[16,15,5,9,17,13,2,11,11,8,9,8,2,4,17,4,8,17,17,17,6,7,14,14,0,2,6,15,0,16,3,13,16,19,14,13,10,6,19,0,0,1,4,7,6,3,8,16,18,13,11,10,19,19,12,11,15,10,14,9,13,1,19,7,3,7,17,18,0,5,6,0,11,16,8,14,3,12,15,17,2,3,17,11,4,0,18,0,11,12,5,9,5,10,1,19,17,1,15,3,18,5,4,11,17,12,2,10,14,0,18,5,9,13,10,1,6,10,9,12,2,18,18,7,10,13,15,15,3,9,10,6,6,6,10,15,14,4,1,14,2,8,19,2,11,11,9,1,7,13,19,11,17,18,16,6,19,10,3,5,3,11,3,9,8,9,7,16,19,14,2,13,5,12,5,4,1,11,0,14,12,12,7,18,12,10,13,7,5,0,6,19,4,8,15,1,17,0,12,15,5,5,17,16,18,9,2,11,7,4,4,12,4,15,6,18,2,8,7,3,13,16,16,9,3,19,16,8,16,1,14,19,19,12,10,4,7,4,5,1,0,16,19,16,3,1,3,10,13,1,0,14,1,8,12,2,18,13,5,18,2,13,4,13,11,6,17,17,3,9,15,12,12,8,6,7,14,5,18,14,4,7,1,16,8,15,2,9,6,9,10,15,2,18,14,15,7,8,0,8]"
ta17,1153,"[0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0]","[10,17,14,12,3,1,14,16,19,1,9,19,1,18,5,14,14,12,18,7,11,2,5,15,11,3,11,12,15,16,2,16,6,0,7,10,0,1,18,16,1,9,1,0,6,19,8,15,10,5,3,3,10,10,5,3,16,14,5,8,11,2,10,19,3,2,5,1,8,2,9,11,0,8,6,13,12,11,11,12,0,10,4,6,6,9,4,17,16,8,0,15,0,18,3,11,4,4,12,19,12,2,1,4,4,1,16,4,8,17,18,9,12,13,18,15,4,7,15,9,4,7,13,12,8,12,4,11,14,0,13,7,19,14,2,14,1,15,9,16,6,15,17,15,15,6,7,10,18,17,19,3,4,16,10,9,1,8,17,10,13,7,2,3,14,1,9,15,11,12,6,0,16,15,14,8,16,16,5,10,17,13,19,13,4,6,14,11,0,9,17,18,8,10,2,5,1,5,13,6,0,12,18,17,5,10,19,9,8,3,13,1,12,6,7,5,17,7,19,2,4,2,18,0,19,18,10,13,3,17,7,19,19,19,1,13,15,8,9,14,12,6,5,13,11,7,18,7,12,14,8,5,19,5,2,13,11,13,0,7,0,14,17,18,8,3,2,9,16,8,10,7,18,17,4,17,3,16,14,2,11,3,6,5,18,13,11,9,17,4,2,15,15,16,6,7,6,9,0,3]"
ta18,1159,"[0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1]","[10,11,5,16,13,18,4,12,16,2,18,10,9,8,6,6,9,1,1,19,0,8,10,7,8,10,1,16,11,1,11,8,3,7,9,12,14,15,12,10,8,12,11,9,11,17,14,4,0,19,1,0,2,7,0,9,3,16,16,18,6,1,10,12,5,4,5,5,13,19,19,15,6,17,6,7,4,8,3,15,4,2,8,14,1,13,12,19,18,7,2,4,11,17,7,3,5,15,13,2,3,13,2,5,5,3,7,3,13,6,14,11,1,5,17,15,19,1,1,16,6,4,15,14,16,3,4,9,0,13,1,17,8,5,12,6,17,10,15,9,14,9,18,18,17,14,6,18,12,8,0,8,0,10,14,13,5,10,2,2,15,16,2,6,11,11,10,1,19,5,0,9,0,7,9,10,15,3,14,10,19,16,4,9,19,2,12,13,13,7,0,15,0,12,19,17,5,14,12,18,19,3,7,11,0,18,5,3,12,1,6,7,16,14,12,6,19,0,13,7,14,10,11,11,9,13,18,13,15,8,2,3,1,2,17,9,3,6,13,7,14,9,17,12,18,15,19,3,9,6,4,17,18,4,15,8,10,16,2,14,5,4,7,11,8,6,16,2,16,8,18,10,12,16,11,15,14,18,5,11,19,3,17,17,16,7,1,18,4,15,8,0,4,17,17,0,13,2,19,4]"
ta19,1096,"[0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0]","[3,13,1,16,15,4,17,19,19,17,5,5,1,2,17,14,1,3,18,10,6,7,16,17,17,10,2,3,7,2,11,10,19,8,3,5,3,18,2,3,12,19,0,11,1,0,12,11,7,12,2,18,19,18,11,13,10,12,9,13,5,11,15,4,8,5,0,6,3,9,4,5,9,0,7,3,14,15,17,7,16,10,16,19,6,15,15,16,1,14,6,6,16,11,6,4,17,2,7,4,4,0,8,16,3,1,5,4,15,12,4,11,0,13,8,15,5,5,12,9,0,14,13,18,17,7,5,14,9,6,16,7,15,19,17,0,12,8,4,2,14,10,9,17,13,16,16,8,3,14,12,3,4,9,2,8,18,10,17,17,18,13,10,19,1,14,5,7,11,13,10,6,6,8,9,11,16,9,18,8,19,10,11,2,7,1,0,6,5,15,9,6,0,3,13,1,4,0,12,14,18,12,3,3,19,2,15,0,5,11,14,19,16,18,13,15,10,18,2,14,12,8,9,7,13,9,2,7,1,10,4,1,3,9,18,11,0,8,15,19,2,0,9,18,12,19,4,2,11,4,6,5,15,10,14,15,9,10,17,16,16,15,11,17,5,12,11,8,7,8,1,2,1,12,13,10,1,18,12,4,8,14,17,13,19,19,14,7,6,6,6,18,13,13,16,14,1,0,8,7]"
ta20,1159,"[0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0]","[9,1,13,10,11,7,0,19,11,1,14,11,9,13,13,11,14,14,17,9,1,1,10,3,4,16,9,18,8,1,12,8,19,11,10,5,10,10,19,19,0,2,1,17,13,7,11,12,19,16,14,3,4,18,4,4,19,6,2,19,6,1,19,6,3,6,8,2,2,3,13,16,4,17,18,17,8,9,9,2,5,12,6,10,12,19,13,8,7,2,17,0,7,6,7,18,15,0,15,15,14,15,15,0,16,17,17,0,16,6,15,0,9,15,14,17,8,5,19,4,19,16,4,18,17,8,15,7,0,7,13,10,10,17,5,8,8,12,2,11,14,3,3,2,0,3,15,12,10,14,6,4,16,11,0,5,11,16,2,11,5,16,5,15,2,9,8,5,12,3,6,17,4,9,9,19,1,8,11,4,12,17,19,5,6,13,13,10,1,9,14,3,6,3,1,6,2,13,11,18,0,19,19,12,13,0,6,8,14,15,5,13,4,12,9,2,3,11,8,18,1,0,3,3,18,7,14,15,5,14,18,3,2,0,18,5,9,13,11,1,10,18,4,12,18,8,10,9,5,9,12,16,7,17,7,14,18,12,17,12,7,2,16,18,2,4,7,10,13,11,4,15,17,5,13,16,10,15,14,18,16,14,0,16,10,1,6,1,16,1,6,7,12,8,4,7,5,3,7,15]"
ta21,1467,"[1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1]","[10,4,6,19,13,18,9,16,10,4,6,15,17,7,12,19,1,13,16,17,7,0,6,0,15,16,19,6,16,4,12,13,17,9,8,7,19,5,8,16,3,8,19,14,18,10,11,7,2,13,17,9,12,19,0,2,6,18,9,10,13,14,1,18,2,13,16,3,3,15,6,8,14,14,16,19,6,11,15,2,15,11,8,19,8,16,5,9,18,16,1,15,6,2,12,3,8,1,12,4,8,6,19,1,4,5,7,10,13,5,13,5,9,9,19,0,5,17,9,4,1,13,17,4,10,4,1,7,5,14,5,11,0,15,12,4,17,0,1,8,16,19,0,8,10,18,15,18,7,12,2,7,13,14,7,12,6,8,2,10,4,12,11,9,13,1,1,15,0,3,10,7,3,9,11,14,14,10,2,6,3,1,5,0,3,0,2,5,16,15,9,17,12,7,5,10,11,10,14,6,5,11,3,8,13,5,6,8,4,13,2,15,17,4,5,14,11,2,18,7,14,12,7,9,18,4,13,1,9,10,12,18,17,13,4,12,0,10,18,19,1,16,6,11,9,10,17,19,8,11,6,11,12,9,0,14,4,14,15,11,18,6,5,16,18,17,12,14,18,16,17,15,8,16,14,19,12,11,17,5,16,6,11,13,3,3,7,4,3,18,2,6,19,15,16,10,3,11,0,2,5,10,12,10,17,3,9,18,1,10,8,6,19,19,18,12,13,10,4,8,11,15,17,18,19,5,14,1,2,15,0,9,0,0,1,9,2,18,0,17,14,16,4,15,13,14,3,12,1,17,0,7,9,15,3,2,11,19,14,13,0,18,3,17,11,9,3,5,8,7,11,7,3,1,15,1,7,0,3,8,7,5,16,2,8,12,13,4,1,2,6,17,2,19,16,2,4,15,7,14]"
ta22,1398,"[1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0]","[10,12,15,10,16,9,19,12,13,0,15,14,15,9,3,5,12,18,13,10,10,1,18,7,11,1,11,11,6,19,3,14,12,14,6,3,11,17,5,2,1,13,7,0,4,19,2,14,1,7,8,9,2,19,3,11,2,13,8,6,1,8,5,9,16,11,7,2,10,4,0,13,2,1,4,18,18,5,7,17,3,6,16,17,10,11,8,7,9,15,10,4,10,13,15,10,16,1,9,3,17,19,17,17,15,8,15,18,16,9,4,12,18,4,8,14,7,7,13,0,1,0,13,19,6,5,4,12,6,11,4,1,9,5,5,9,15,8,10,19,8,7,12,18,17,19,15,16,19,16,14,3,8,10,4,11,4,9,17,2,6,16,6,17,8,6,1,19,9,0,5,0,14,12,10,2,10,17,4,9,2,17,14,4,13,14,7,12,19,18,11,8,11,5,5,14,8,6,0,0,17,8,16,7,2,5,6,7,13,1,17,3,14,3,1,6,4,14,15,11,4,0,3,11,6,11,14,15,17,0,14,12,5,5,14,6,1,1,15,0,8,19,7,13,19,10,16,8,3,19,15,11,5,18,11,13,9,3,18,2,12,2,2,19,6,5,0,4,3,17,14,2,13,19,13,8,11,14,12,3,12,18,19,7,6,1,17,14,9,19,3,10,15,16,18,18,12,4,1,7,12,15,13,11,15,17,17,12,17,7,16,1,2,16,16,10,7,9,15,18,9,5,13,15,18,10,13,8,16,12,6,8,7,18,17,16,3,3,9,0,2,16,3,11,4,2,18,9,5,12,14,2,0,2,16,0,10,0,15,13,16,9,15,3,19,2,0,1,4,12,8,14,18,3,4,19,7,11,5,18,13,1,9,1,5,4,18,12,16,6,6,10,6,10,0,13,0,5,8,7]"
