instance,makespan,FA,OS
ta21,1226,"[1,3,1,0,0,1,2,0,1,3,2,0,3,2,1,0,2,3,2,1]","[0,1,4,2,12,12,8,7,7,10,8,4,1,11,16,8,12,6,8,18,16,5,17,5,16,3,7,5,3,11,9,19,15,8,15,7,15,9,17,0,11,5,4,10,18,8,9,1,1,9,3,12,19,14,19,8,0,2,13,10,15,13,6,18,18,17,2,4,1,16,7,19,17,0,3,17,17,8,11,9,17,1,16,7,6,6,10,9,14,3,13,4,16,2,6,7,3,14,14,9,16,16,16,8,15,8,12,4,5,3,15,3,11,2,19,5,17,9,5,3,5,11,5,11,12,6,8,4,14,19,17,1,19,18,5,4,10,0,8,18,12,0,17,9,18,6,0,8,5,5,17,7,4,7,14,1,0,4,2,10,13,12,19,7,15,16,18,7,18,14,12,17,3,0,2,17,16,13,0,0,11,18,19,4,13,14,12,15,5,13,1,18,6,2,1,10,14,9,11,0,10,8,3,6,19,7,1,15,3,17,15,13,5,2,10,2,12,11,15,16,4,17,17,17,9,3,0,16,19,1,10,3,9,12,2,7,7,10,13,18,9,15,1,16,12,7,5,6,10,18,7,19,13,14,19,8,13,4,15,8,1,7,4,6,6,2,13,9,6,2,5,18,14,13,10,16,8,15,7,12,13,4,14,2,18,0,17,0,18,19,19,18,14,11,12,14,17,2,8,7,3,13,1,9,6,4,2,6,15,6,10,19,16,15,19,3,10,0,3,5,1,11,15,0,12,11,18,6,9,3,12,13,16,10,2,11,12,6,3,1,1,13,4,5,11,16,2,11,14,17,15,0,18,5,16,5,19,14,15,3,14,9,10,18,8,8,11,0,14,11,19,9,10,2,15,19,9,9,0,13,7,10,12,2,13,13,1,6,11,16,14,12,14,10,6,4,1,4,11,4]"
ta22,1223,"[1,3,3,0,3,1,2,0,3,1,1,0,2,0,2,0,0,2,3,2]","[7,13,14,9,0,16,13,9,14,15,9,19,5,4,15,10,4,13,16,6,7,14,9,1,1,16,12,3,9,16,3,11,17,15,17,2,16,4,13,8,15,2,2,18,2,8,14,14,17,14,16,13,3,16,10,9,16,1,19,7,4,18,2,2,15,15,8,18,12,6,5,5,7,4,0,1,4,8,9,6,17,12,8,12,8,10,6,19,5,16,8,17,11,7,18,2,4,1,19,15,18,4,10,12,14,6,17,3,19,10,15,4,9,5,10,1,13,19,6,0,17,9,11,18,2,1,3,15,4,7,16,8,1,1,12,19,7,2,12,18,6,7,15,9,18,13,8,13,0,16,13,17,12,11,14,19,5,15,18,1,5,4,0,1,13,5,13,0,9,4,4,6,16,19,8,3,16,7,2,0,15,19,14,18,0,14,15,4,8,3,2,4,11,5,1,4,11,11,9,10,6,8,10,18,11,11,12,16,8,3,0,13,14,3,9,4,11,7,0,12,15,2,8,1,11,3,3,6,10,5,12,0,18,0,18,19,2,3,10,19,17,2,11,18,19,5,11,19,7,6,7,7,19,14,9,5,16,15,0,2,2,18,9,8,9,5,5,3,3,9,4,17,0,13,4,12,14,10,10,16,14,6,19,17,17,9,3,15,16,7,11,17,2,14,13,0,0,1,15,8,0,5,3,8,13,17,3,8,9,11,12,6,3,1,13,10,10,7,5,13,12,0,4,1,1,1,6,19,7,16,6,10,19,12,0,12,5,5,6,15,9,7,14,17,11,19,11,19,10,10,6,15,6,8,16,12,17,17,8,11,17,10,12,3,1,11,11,0,2,6,3,13,2,18,10,18,1,14,5,13,17,15,17,2,7,14,14,14,13,16,7,18,12,7,6,12,18,10,5,18]"
ta23,1167,"[0,0,1,2,2,2,1,2,3,3,1,0,1,0,3,0,2,1,3,0]","[1,2,2,6,16,11,15,16,9,8,1,5,8,7,3,12,9,12,7,14,2,1,0,1,19,14,17,15,15,11,10,14,3,12,13,11,19,10,10,11,19,4,7,5,0,13,15,3,17,18,15,1,15,4,9,10,12,10,18,10,18,13,3,4,10,0,6,4,12,14,12,12,19,16,8,8,3,5,9,14,16,5,4,15,4,6,8,0,11,13,4,19,14,6,14,17,12,19,10,7,17,0,7,19,11,9,10,19,19,1,2,6,14,12,19,4,3,8,17,0,8,4,12,4,18,2,7,2,5,14,4,14,1,18,19,19,3,0,2,18,0,2,7,18,5,13,7,6,4,11,4,7,14,9,1,10,19,11,18,18,3,16,13,10,10,5,13,3,6,6,8,9,16,11,9,17,17,19,17,17,17,9,2,13,16,1,14,10,10,8,18,18,12,2,14,8,14,5,11,1,2,5,17,18,3,7,3,18,17,10,8,16,2,15,8,1,9,18,7,15,7,5,6,15,6,18,13,2,7,6,17,16,11,15,15,6,0,14,13,13,5,8,19,18,16,1,17,11,16,16,4,2,13,4,16,14,15,3,5,10,5,6,4,0,16,19,12,2,7,9,3,9,15,8,12,2,1,15,13,6,3,7,5,12,12,12,6,13,6,3,14,16,0,16,9,0,8,3,17,19,7,0,13,11,4,18,2,7,2,7,10,3,8,16,11,1,0,5,5,4,0,16,10,14,6,0,11,15,19,13,7,11,8,15,5,11,12,0,17,17,9,13,1,9,15,12,4,12,9,13,0,19,9,6,19,3,15,11,9,6,16,18,10,12,2,16,2,18,17,14,13,1,3,1,11,14,7,1,0,17,11,5,6,9,5,8,0,18,17,10,3,8,1,1,8,9,13,4,15,5]"
ta24,1238,"[0,1,1,3,1,2,3,2,2,0,1,1,2,3,2,0,2,0,0,3]","[18,2,4,8,11,15,9,19,12,18,2,9,7,9,17,16,18,11,13,9,17,4,4,15,3,6,1,10,0,0,8,3,15,7,9,19,12,1,17,14,2,16,12,0,2,14,10,18,7,7,16,14,13,18,4,6,7,1,16,0,17,2,15,1,5,12,2,6,2,13,19,2,11,6,15,15,12,4,8,9,14,18,11,1,18,6,10,19,19,13,8,16,3,5,10,7,10,12,7,7,10,17,16,15,1,0,8,9,16,1,1,15,11,3,0,3,14,10,13,3,9,17,14,5,8,13,2,16,1,11,19,7,4,2,15,17,15,18,5,16,6,2,8,3,14,1,17,11,15,7,7,11,19,15,1,0,17,16,1,5,12,8,18,11,1,10,5,12,3,1,11,16,10,4,8,9,16,15,6,16,3,12,2,7,7,13,8,5,4,0,9,7,9,4,14,9,18,12,19,6,3,18,8,5,16,0,0,2,17,18,19,2,13,14,13,15,3,6,14,1,0,8,17,11,19,5,18,18,16,12,17,7,16,2,15,4,10,9,8,6,6,6,2,13,17,14,15,14,8,2,5,4,16,8,8,18,8,10,14,17,13,3,2,5,13,7,6,11,11,3,8,3,12,16,4,5,15,4,18,14,18,10,19,1,17,17,19,1,17,0,5,7,11,11,12,6,4,13,7,4,4,3,19,0,10,12,13,6,19,4,6,0,12,5,5,12,19,10,16,19,0,7,8,19,12,14,6,9,3,17,4,16,2,9,12,5,14,14,8,11,9,0,10,14,13,3,2,11,10,10,5,12,13,11,15,6,17,15,19,0,0,11,5,9,15,18,3,10,13,1,13,10,10,13,4,14,12,5,0,9,3,18,7,9,5,6,18,19,1,11,13,6,14,9,3,19,0,4,1,17]"
ta25,1193,"[0,2,3,0,2,2,0,1,3,3,2,2,0,0,1,1,3,1,1,2]","[14,7,9,15,15,7,10,4,9,12,15,8,11,1,17,9,6,14,5,17,7,18,7,3,10,9,18,17,4,2,14,1,7,19,13,19,12,10,19,1,0,18,2,5,17,4,12,13,16,15,16,19,19,16,2,7,2,4,14,2,0,15,11,3,17,13,16,13,6,3,14,10,18,8,11,2,8,19,0,5,5,6,15,4,2,3,13,1,11,13,8,18,5,8,0,5,17,12,7,4,11,15,18,16,8,4,6,11,1,3,14,18,16,15,3,0,0,0,4,4,4,14,7,3,5,7,6,9,13,9,18,3,7,9,18,6,13,15,12,15,11,1,6,2,16,8,12,0,2,5,3,3,11,1,17,2,8,19,8,19,13,2,4,8,8,2,7,0,19,16,17,8,9,16,10,16,12,5,14,0,17,19,7,2,2,12,16,16,8,8,19,15,0,1,9,15,12,8,19,10,9,17,16,3,10,7,9,17,18,1,19,4,6,5,5,5,17,11,18,8,1,4,4,14,2,10,13,10,14,12,11,1,3,18,7,4,9,19,13,13,19,11,18,16,0,0,7,9,12,0,1,3,14,14,5,14,10,6,9,3,19,6,14,0,10,16,17,17,12,6,18,10,11,16,6,15,17,11,13,19,10,9,2,8,2,15,2,0,7,15,11,12,3,4,12,10,17,17,10,13,4,9,18,14,3,3,12,1,13,0,14,7,12,4,5,18,6,11,16,10,15,13,5,8,9,9,7,13,18,3,1,0,1,14,5,17,12,14,15,4,11,11,5,11,6,13,9,11,16,19,7,15,10,8,7,0,3,2,10,17,18,4,1,6,12,18,13,9,6,6,14,1,10,5,13,18,5,6,0,8,17,11,15,6,3,1,19,1,16,15,16,19,2,12,14,1,5,10,12,6]"
ta26,1226,"[3,0,2,1,2,0,1,0,1,0,1,0,3,1,3,3,0,3,2,1]","[18,4,17,11,5,3,13,17,18,12,11,11,3,11,4,18,7,3,9,14,16,9,16,12,6,9,5,4,8,12,3,2,10,17,3,13,17,15,15,8,2,19,6,9,11,19,10,16,13,16,12,0,10,2,19,11,2,16,0,2,12,6,10,14,10,8,2,19,11,14,12,7,15,12,9,2,6,9,19,18,4,2,4,0,19,8,8,6,6,18,16,16,13,9,14,14,4,6,6,8,9,0,7,3,13,4,13,12,19,6,16,13,17,15,4,4,18,4,13,7,1,13,5,5,4,0,9,16,4,4,8,11,0,15,2,8,16,10,10,17,19,1,18,2,1,11,1,10,1,0,13,15,14,3,1,8,9,5,8,17,10,6,3,1,8,2,14,4,4,13,10,14,0,17,10,14,6,5,19,16,13,17,19,0,3,12,18,12,3,7,1,0,7,18,8,17,11,11,14,14,7,14,2,3,19,8,13,14,14,7,8,11,4,17,11,5,5,2,15,8,11,19,16,8,13,19,7,7,13,12,9,1,5,15,3,5,18,15,2,13,9,12,4,0,7,16,15,17,16,1,17,17,10,2,1,13,6,6,15,7,1,9,4,16,11,3,6,19,1,10,18,9,3,19,5,12,0,10,1,19,15,15,5,7,8,11,15,3,3,0,14,16,17,17,6,3,6,16,2,18,7,2,14,5,19,10,7,9,11,16,9,5,18,11,6,5,13,6,10,6,14,17,2,4,14,15,9,17,13,1,8,7,12,15,17,18,18,7,4,15,9,2,1,11,12,5,0,15,14,8,5,9,5,18,0,18,13,0,7,16,15,6,2,18,19,12,3,12,16,8,7,3,19,10,11,0,1,12,10,14,1,18,9,10,0,18,0,12,0,5,3,19,17,1,12,5,7,1,10,15]"
ta27,1321,"[2,2,2,1,2,0,1,3,0,1,0,3,2,3,0,3,0,3,3,1]","[7,8,10,9,6,17,1,16,15,7,18,5,12,18,6,6,15,13,15,11,3,19,8,15,14,1,7,17,13,3,16,17,9,4,4,17,16,14,19,8,10,4,8,16,1,18,2,13,2,15,16,16,7,0,8,9,8,12,9,14,10,11,11,1,8,18,3,18,4,9,10,6,16,12,5,5,19,7,13,9,5,19,14,10,17,0,1,11,2,14,13,6,8,16,10,1,10,18,6,9,2,7,0,19,13,14,15,3,7,17,9,17,5,0,2,10,5,14,5,7,10,12,6,12,6,18,9,11,13,8,1,11,6,4,7,17,17,6,6,0,14,0,13,4,1,8,14,17,3,2,11,11,12,10,13,8,3,1,11,7,6,0,4,5,19,5,3,0,3,9,7,13,2,15,15,19,18,2,4,19,14,6,17,14,14,13,17,7,11,15,10,3,17,4,11,16,12,6,14,8,18,18,2,12,8,3,1,5,7,11,14,10,14,3,4,7,6,11,7,18,7,15,15,1,10,16,6,11,2,3,14,6,5,6,13,12,18,4,15,5,9,16,0,11,1,5,19,16,12,5,14,1,10,5,1,4,2,4,3,17,0,11,19,13,19,4,0,16,9,1,17,10,13,11,0,15,5,3,19,16,19,5,15,12,18,10,15,16,9,17,16,18,8,16,2,19,8,9,0,17,11,2,15,7,1,0,12,0,13,1,2,16,13,2,9,5,12,4,4,12,15,19,14,9,19,19,16,9,15,14,0,8,11,1,13,8,2,2,18,1,1,12,15,17,10,8,5,12,2,17,0,14,2,10,4,4,4,13,12,0,7,15,7,3,3,7,13,0,19,12,18,3,8,8,9,3,18,16,6,3,19,0,11,18,9,10,10,3,18,4,13,18,12,6,5,2,12,17,19,9]"
ta28,1247,"[0,2,3,1,1,2,2,1,0,3,1,1,2,3,1,2,0,3,0,1]","[8,1,19,15,2,3,18,13,17,9,19,12,18,13,13,1,6,5,0,6,18,0,14,19,12,2,7,0,13,12,6,7,16,0,9,16,4,3,9,14,0,5,9,4,1,17,4,12,5,9,13,8,12,0,15,11,5,3,2,1,2,11,5,9,12,13,15,17,16,13,0,8,2,2,14,0,4,8,11,10,17,10,4,5,16,16,8,7,19,6,11,3,14,18,12,6,4,15,9,12,15,11,11,1,15,17,8,15,18,15,12,12,7,5,6,19,7,5,17,0,13,1,11,17,5,10,14,19,1,5,6,15,15,2,0,3,4,16,2,11,1,9,6,10,17,8,2,4,13,4,18,14,10,3,8,9,17,16,0,9,1,5,19,3,7,3,7,0,16,2,19,1,3,0,11,19,7,11,8,18,13,9,19,14,9,12,18,10,1,3,11,7,5,14,3,5,8,18,3,7,9,14,5,14,16,6,14,17,7,6,13,13,13,12,17,10,19,11,16,15,4,0,10,11,17,5,2,14,16,10,11,15,9,8,18,17,1,10,7,0,19,9,2,6,0,1,15,12,13,2,5,3,8,14,13,19,6,14,10,2,15,14,16,16,4,19,17,3,6,5,18,17,15,14,18,13,7,4,5,19,1,16,15,4,2,18,8,18,7,3,14,12,0,2,8,11,17,12,10,7,16,10,19,19,8,16,0,4,4,14,11,9,18,4,8,1,3,10,2,14,13,18,7,1,14,10,9,16,8,6,10,9,16,0,15,2,15,15,6,10,18,18,18,19,13,13,8,9,12,7,12,2,11,3,8,7,3,1,16,17,3,19,12,2,15,17,17,6,5,7,16,3,10,10,11,4,4,1,11,7,18,5,8,9,11,4,6,6,6,4,1,12,19,0,6,12,17,13,1,10]"
ta29,1256,"[2,3,0,1,1,3,1,3,3,0,3,2,2,0,3,2,1,1,0,1]","[11,0,15,19,12,3,10,4,15,11,1,6,11,12,14,14,16,14,19,5,19,4,14,5,4,10,18,12,8,15,7,14,15,8,12,12,9,0,13,13,18,7,8,0,13,2,17,18,1,19,3,17,6,6,5,4,9,2,13,0,13,8,17,3,2,9,3,3,1,9,2,11,7,1,10,12,7,3,3,18,13,10,17,7,8,6,12,11,19,5,14,9,0,17,4,0,8,11,6,7,5,0,5,10,8,13,5,10,10,18,15,16,6,11,9,18,15,15,10,16,8,0,6,19,2,18,7,9,17,3,17,11,17,9,2,11,3,15,15,6,3,10,2,8,8,14,17,8,2,12,2,19,13,4,15,4,10,1,3,19,2,18,12,6,14,2,3,18,7,10,16,2,12,8,0,3,2,13,1,11,0,3,10,9,8,18,0,17,19,6,17,4,12,1,9,7,7,10,9,11,7,8,16,10,11,3,3,13,4,19,0,4,6,4,10,4,7,8,9,1,18,0,19,7,1,6,16,16,15,5,14,2,4,13,4,6,5,18,5,19,11,19,16,5,19,16,18,0,13,14,7,16,9,11,19,2,4,9,16,5,16,1,9,6,17,15,19,15,4,14,18,9,17,18,14,12,17,11,1,5,1,17,6,10,0,15,1,15,1,16,15,7,0,9,5,15,6,12,11,11,19,12,16,16,9,9,4,1,14,13,4,16,15,6,5,17,13,12,10,4,16,3,15,18,1,13,13,16,3,6,13,19,0,14,17,6,12,18,7,2,3,13,1,14,7,15,16,5,10,10,18,3,11,1,1,14,11,8,19,0,7,13,17,14,6,7,14,18,5,13,9,19,2,5,5,14,8,12,11,1,17,2,14,17,16,2,8,2,8,12,18,0,7,8,12,4,12,10,5,0]"
ta30,1217,"[0,1,2,2,3,0,2,2,3,3,3,2,2,3,0,0,1,1,0,1]","[9,0,0,13,0,3,3,12,8,18,5,16,19,9,14,4,14,18,3,7,9,2,15,17,3,10,12,8,5,9,3,17,11,12,17,2,12,1,5,14,19,4,17,6,16,7,5,13,2,6,11,2,8,10,10,14,2,9,9,13,18,2,13,4,17,4,4,6,7,11,14,8,16,10,17,11,4,14,6,9,10,3,18,1,17,1,3,3,7,7,5,15,13,14,13,4,16,16,13,19,18,9,8,11,2,6,18,6,10,0,5,14,16,3,17,8,19,0,8,1,11,9,1,8,15,2,12,14,17,14,5,17,1,6,11,4,4,1,14,1,4,19,4,13,4,3,12,15,11,18,12,12,16,16,14,12,16,12,13,6,10,15,4,12,3,19,1,12,17,9,11,12,6,7,1,15,0,5,2,0,18,18,16,5,12,6,15,16,3,2,4,8,4,18,3,13,5,8,10,7,6,15,6,16,17,7,19,2,17,2,11,0,1,5,10,14,2,18,6,8,3,5,14,3,7,10,1,1,15,13,11,15,19,13,15,0,9,14,6,10,7,18,18,18,5,0,17,3,4,13,1,12,5,16,19,11,6,13,19,11,7,7,16,13,0,7,16,19,10,0,11,7,8,0,7,10,1,16,3,15,19,17,6,15,17,1,10,9,17,10,1,9,16,4,15,7,1,12,16,12,7,19,3,15,6,9,13,19,19,2,17,15,2,8,19,15,4,6,0,5,18,7,2,5,9,12,10,15,11,8,0,11,17,10,0,9,9,8,9,5,2,8,3,18,10,13,4,11,14,7,14,2,1,5,11,14,14,19,2,18,15,8,0,9,16,0,11,15,19,10,10,8,8,5,18,5,6,17,13,18,14,4,6,2,19,0,12,7,9,12,18,11,16,0,13,19,13,3,8,1]"
ta31,1069,"[0,2,2,2,3,1,2,1,0,2,1,3,1,3,2,1,1,3,0,2,0,0,3,3,2,3,0,1,0,1]","[21,22,25,24,8,6,21,12,4,11,8,7,15,1,5,0,3,21,18,18,8,24,13,28,21,2,2,20,13,19,27,10,0,11,27,9,14,3,4,29,1,17,25,29,28,24,9,23,19,22,7,2,22,29,14,21,13,7,29,8,25,27,6,4,8,3,15,12,20,21,7,4,16,8,16,22,15,9,28,28,13,1,11,20,29,25,11,16,23,14,7,16,18,28,6,25,15,5,29,9,1,4,1,7,22,13,12,4,13,20,24,9,16,3,0,10,24,14,12,10,1,29,19,16,20,21,16,26,16,5,18,4,16,17,2,6,18,26,11,10,24,26,10,13,1,23,13,26,23,11,6,26,18,18,3,23,15,14,8,22,12,3,29,7,14,11,11,15,26,16,24,28,21,20,27,15,0,11,19,20,1,15,0,5,14,29,25,18,16,13,23,18,12,2,0,22,28,4,6,8,0,5,27,21,14,9,24,11,2,9,8,28,25,19,29,15,21,19,28,26,20,5,27,6,19,17,9,22,9,29,5,20,0,8,28,12,12,11,15,20,0,20,3,5,19,13,23,1,20,0,17,29,2,27,2,9,1,22,14,4,10,23,6,1,13,13,6,26,27,29,9,3,10,2,23,0,24,9,24,8,14,22,23,3,14,11,25,28,5,24,17,16,15,27,10,19,6,26,0,9,14,11,11,2,3,6,18,5,6,2,19,7,11,3,5,17,4,8,4,7,17,2,26,9,27,12,5,15,12,10,25,23,24,19,12,7,24,3,8,22,17,16,4,13,27,26,19,26,10,0,20,26,7,1,23,25,10,1,10,2,3,15,22,7,29,25,28,17,4,18,17,22,13,0,28,20,26,21,5,3,20,25,8,24,5,21,17,19,17,9,17,23,27,1,8,15,7,18,22,0,27,10,6,12,17,18,18,2,29,25,18,6,17,23,28,12,25,4,21,19,13,10,10,22,23,19,27,5,24,21,3,16,1,14,14,7,26,2,4,27,14,7,25,12,6,21,15,12,16,28]"
ta32,1100,"[0,0,1,2,2,1,1,0,3,0,0,2,3,2,1,2,2,3,3,0,1,1,2,3,3,0,1,3,0,1]","[7,23,15,23,20,16,18,9,3,2,18,29,7,19,21,5,4,20,3,24,2,22,14,19,29,8,10,23,27,26,14,5,18,23,12,12,18,23,16,10,0,28,14,1,23,19,4,14,17,7,29,17,1,20,29,28,5,27,16,10,0,29,22,22,18,12,26,7,0,11,1,0,22,23,6,3,4,13,10,22,1,12,11,1,2,8,3,13,25,3,19,9,29,17,6,26,21,23,18,17,8,28,9,6,26,13,29,22,8,22,27,12,1,20,24,25,4,18,2,7,5,15,7,27,14,28,1,0,19,15,2,26,17,25,2,15,23,4,15,21,2,3,3,12,21,23,21,16,1,16,21,9,11,2,5,26,16,0,21,22,21,14,27,24,24,4,22,5,29,26,26,1,9,1,14,3,6,12,3,21,24,26,4,2,11,6,8,13,11,4,26,11,5,26,12,24,10,15,28,26,15,25,2,5,5,14,17,28,16,18,22,20,18,16,8,28,6,2,7,8,22,9,20,28,29,1,9,9,0,15,8,13,12,29,18,25,25,27,11,24,8,0,14,22,13,23,0,0,9,6,10,15,19,19,29,11,16,8,7,28,8,1,16,5,26,17,27,23,13,10,4,25,20,24,10,21,24,14,21,7,25,15,19,16,10,20,7,22,24,11,19,3,8,12,11,13,7,9,1,20,17,7,7,13,15,15,12,16,20,25,19,15,3,17,12,13,28,25,15,6,3,28,18,26,0,14,17,10,9,6,6,0,24,17,3,5,0,10,27,4,20,4,27,18,27,15,19,25,29,8,19,21,14,21,13,4,2,0,17,9,17,11,5,11,2,25,16,20,24,28,14,10,23,29,25,17,5,25,22,26,13,11,9,6,11,19,27,3,0,21,14,8,12,4,12,5,11,6,23,25,4,7,20,27,16,18,1,27,13,10,29,27,10,6,6,5,7,14,24,6,2,28,27,24,16,19,20,29,17,8,19,10,18,12,1,21,28,2,18,23,22,24,9,4,13,3,20,28,9,13]"
ta33,1088,"[3,3,2,3,0,0,1,2,1,1,0,0,2,2,1,1,3,2,3,3,0,2,3,1,2,1,0,1,0,0]","[6,8,6,18,1,15,0,21,4,25,19,24,14,23,28,16,18,20,17,8,24,25,29,22,17,4,8,20,19,6,18,7,6,13,28,26,16,29,13,27,11,28,15,13,9,12,28,21,23,22,19,4,25,3,3,2,27,17,25,7,10,12,5,22,28,13,0,2,15,29,14,20,10,12,4,21,20,23,5,0,10,22,10,25,14,16,0,27,26,29,27,8,10,26,23,9,26,6,9,9,1,11,18,4,4,14,0,26,23,15,22,19,26,24,15,1,3,3,7,3,5,13,22,9,28,25,5,29,22,26,17,4,5,27,10,21,21,11,0,16,11,17,1,2,4,17,10,21,12,19,25,0,16,29,12,3,21,20,16,7,27,28,24,20,13,24,17,20,28,11,19,21,18,1,8,14,4,11,1,6,16,28,24,27,9,8,1,23,8,20,10,0,16,24,29,1,5,3,9,6,1,14,18,27,13,29,20,2,10,7,19,26,16,9,9,22,23,12,11,24,12,14,20,19,20,6,25,14,5,6,9,29,2,2,22,27,20,10,3,0,11,21,18,15,23,24,6,28,11,25,11,0,13,0,25,27,12,2,3,17,22,29,5,9,13,3,24,24,2,21,3,13,15,7,27,23,17,4,23,6,23,19,7,11,3,2,9,26,28,19,0,25,15,14,29,8,21,19,24,18,17,9,15,17,3,25,18,26,28,11,22,8,14,16,4,10,10,14,11,28,25,18,17,4,1,0,1,21,7,26,18,17,15,13,0,2,16,11,3,8,12,28,6,8,8,19,15,12,7,8,14,19,27,7,9,16,5,12,12,9,7,0,11,5,17,29,18,22,26,22,5,20,12,6,8,15,1,7,23,14,20,22,6,5,17,6,16,26,27,7,21,14,15,18,3,18,13,13,16,26,12,5,1,19,24,10,1,21,24,19,28,7,2,15,14,2,27,23,5,20,13,4,22,2,16,1,21,27,13,26,4,2,15,2,7,24,12,4,29,23,29,10,8,18,23,5,29,25,10,25]"
ta34,1079,"[3,3,2,0,0,1,0,0,3,3,0,0,2,3,1,0,2,2,2,2,1,0,3,1,1,1,2,2,3,2]","[4,9,9,10,5,29,27,24,29,7,5,10,21,16,3,8,17,20,9,2,19,18,18,21,28,21,7,2,22,12,23,19,9,27,13,15,6,24,11,13,22,26,1,4,28,4,5,7,13,29,14,16,3,16,11,1,27,27,18,29,12,1,16,12,7,8,23,26,2,18,11,9,1,5,28,10,17,9,25,7,6,7,17,10,12,28,8,27,19,14,0,14,11,15,16,9,17,18,15,3,14,12,3,23,24,1,9,20,18,17,1,4,25,24,24,18,27,26,11,13,13,2,24,5,24,26,14,23,11,22,24,26,4,29,28,2,5,10,17,22,23,3,9,11,29,7,25,18,1,16,25,3,20,0,12,6,5,19,25,9,22,0,25,2,28,22,12,10,19,16,21,15,22,22,6,5,19,25,4,19,15,8,4,8,10,6,24,8,25,22,9,5,18,27,11,15,14,11,11,12,11,10,21,2,6,2,12,17,25,29,0,3,8,18,28,6,21,24,27,0,10,6,27,1,5,0,20,26,15,4,3,23,19,20,3,20,27,13,16,6,25,15,13,25,26,24,14,7,28,7,19,23,21,1,12,25,8,3,0,0,7,13,7,15,17,26,11,1,13,1,25,0,23,23,0,19,16,2,22,15,21,0,27,25,4,5,26,18,28,8,8,16,8,21,29,1,17,15,17,26,9,1,20,3,12,23,21,18,17,6,19,7,2,16,14,16,7,23,6,20,10,17,12,22,1,4,13,6,4,8,29,22,29,11,21,27,17,24,28,24,22,22,6,29,23,15,28,10,29,23,4,2,3,10,3,29,5,21,5,4,7,18,8,3,7,28,10,14,9,21,13,9,16,9,28,24,19,8,23,20,16,5,2,26,27,19,6,12,20,21,14,20,15,17,13,23,28,20,26,25,14,0,15,4,14,14,2,17,20,0,10,14,11,5,14,21,3,10,11,27,19,26,4,22,6,18,28,20,2,1,8,29,20,13,0,18,24,15,27,29,16,26,19,2,12,26,12,13,0,13]"
ta35,1096,"[3,1,3,2,0,0,0,1,2,2,0,1,3,0,0,1,1,2,2,2,3,3,1,1,1,3,2,2,0,2]","[12,2,4,4,5,4,19,16,15,13,3,17,12,3,29,24,20,17,15,0,7,1,5,20,15,13,2,0,23,6,25,25,24,11,20,7,16,10,7,29,8,15,9,4,3,13,22,2,18,24,17,16,18,23,23,11,5,20,19,6,2,20,6,20,7,27,28,28,29,8,22,23,2,7,21,13,12,11,17,4,5,28,18,21,14,8,6,15,11,5,18,27,22,26,20,25,6,14,22,15,18,21,12,3,19,13,14,23,26,19,2,15,3,23,13,15,12,16,13,28,25,4,8,1,14,20,23,25,27,11,25,10,17,27,17,28,18,17,0,22,16,21,27,8,16,29,25,10,4,24,19,22,24,2,28,28,24,3,17,28,20,21,19,16,28,21,11,29,1,0,11,16,24,21,29,0,13,11,26,12,25,6,11,8,29,3,10,7,1,12,21,4,11,19,17,25,3,26,22,3,5,19,17,21,26,20,23,26,18,26,9,2,28,15,18,26,7,10,27,13,16,15,1,28,5,10,18,14,22,6,2,15,27,2,11,12,25,16,1,25,8,13,27,26,9,1,29,14,6,4,18,9,9,22,3,6,21,24,29,11,14,29,7,5,5,9,23,8,12,0,5,14,8,0,5,28,21,26,23,23,0,19,29,6,15,17,1,24,12,9,19,23,1,26,3,14,24,17,22,7,7,14,8,6,19,9,21,8,1,14,22,27,2,23,24,15,22,2,27,13,14,9,27,15,24,28,3,4,27,15,12,17,1,3,0,5,26,29,24,0,22,22,5,20,6,27,1,10,1,18,1,10,9,23,10,4,5,26,25,2,19,20,10,2,6,8,21,19,10,18,4,16,18,16,13,3,28,6,17,19,26,20,24,14,25,11,29,16,0,7,9,17,7,11,0,13,29,7,20,4,21,25,2,16,5,6,9,12,29,27,0,8,7,18,3,12,13,9,14,23,7,12,22,14,8,26,4,13,11,21,10,19,10,25,10,10,20,0,9,18,27,24,0,1,12,8,4,28,9,16]"
