instance,makespan,FA,OS
ta36,1084,"[3,1,0,0,1,0,2,3,1,1,1,3,0,2,2,2,0,3,2,2,0,3,3,3,2,1,2,2,1,0]","[23,14,15,27,11,4,12,25,10,14,6,28,6,20,16,29,5,23,29,1,22,19,15,29,19,25,18,13,2,7,20,3,3,0,0,21,2,28,24,18,17,18,23,13,15,23,27,0,15,15,26,3,3,8,17,9,16,9,11,1,14,22,3,21,14,22,15,7,8,24,28,13,29,10,6,14,9,19,13,9,22,11,6,9,0,27,18,26,25,15,1,21,21,10,14,29,18,7,17,21,12,1,11,9,18,6,10,29,29,23,6,13,15,13,16,26,2,20,4,16,3,7,22,10,29,4,24,12,27,23,2,24,12,25,20,19,26,5,7,26,20,21,22,8,25,10,8,21,0,1,3,19,1,12,3,28,5,25,0,23,7,9,14,13,16,15,23,0,23,1,7,4,27,0,4,16,21,24,11,15,5,27,16,8,14,17,9,4,27,17,0,10,11,2,15,28,7,24,21,19,14,26,16,0,13,12,4,6,26,21,13,5,11,22,14,8,27,24,23,2,12,5,2,14,24,6,21,2,1,12,9,9,11,2,22,5,21,19,12,26,9,4,20,5,17,29,6,17,13,28,21,16,5,5,2,22,26,10,24,26,11,6,4,12,2,2,1,24,3,18,27,15,27,8,24,17,21,3,26,4,9,18,28,2,18,11,14,17,6,20,16,26,6,9,0,16,1,27,11,7,8,13,6,8,27,18,2,8,12,22,22,0,24,10,28,1,11,1,3,20,18,4,10,24,8,7,19,29,10,7,28,1,28,28,25,4,6,18,15,19,5,8,3,3,2,1,18,19,8,13,29,26,29,16,19,4,10,9,0,20,24,22,25,20,3,27,25,25,23,11,23,16,22,7,10,7,19,14,28,26,11,20,25,13,26,20,29,10,0,14,17,13,18,13,1,25,9,4,6,14,17,23,28,12,27,23,19,28,22,4,17,20,28,23,25,16,19,22,15,5,11,17,19,8,18,27,10,3,5,5,8,12,29,29,20,0,20,12,17,5,16,7,15,24,25,12,25,17,7,21]"
ta37,1146,"[3,1,2,2,3,2,3,3,1,0,1,0,1,2,2,0,0,1,2,0,2,3,3,1,3,0,2,1,1,2]","[23,23,22,4,3,26,11,3,13,20,9,20,16,26,12,11,9,25,11,4,0,1,22,3,23,0,28,20,14,14,28,11,27,12,5,10,17,8,3,11,15,27,29,17,7,17,17,1,6,22,26,16,26,16,18,23,18,13,24,0,16,4,2,5,14,19,28,0,19,20,28,22,26,3,23,3,12,22,21,26,28,7,25,3,10,15,8,8,18,28,26,12,12,5,8,16,27,27,11,14,11,18,13,5,14,25,1,4,20,25,12,26,7,23,16,23,19,5,28,16,1,17,27,7,21,15,0,6,18,8,21,10,0,19,14,19,27,10,13,1,23,24,29,16,4,2,0,12,13,19,20,13,5,19,29,21,18,21,23,0,8,5,10,25,29,7,8,13,9,25,1,19,6,10,15,22,2,8,29,20,9,15,18,10,4,6,27,25,10,12,20,9,27,7,15,8,18,17,19,28,23,15,1,22,12,26,14,15,29,28,23,3,15,18,19,4,0,27,25,24,11,22,9,10,17,26,22,6,4,11,3,24,11,8,26,19,11,20,13,8,6,29,24,2,7,27,24,18,2,22,28,6,24,21,17,15,17,24,12,14,12,12,20,19,23,22,2,12,23,17,15,5,16,4,10,2,3,21,4,29,15,14,23,27,10,28,2,13,16,9,1,13,7,6,21,6,17,25,29,15,11,29,22,3,0,13,19,2,10,0,14,24,16,29,21,3,25,2,13,25,4,21,16,5,13,7,26,21,0,20,6,29,16,0,6,9,5,0,18,26,11,8,13,9,20,8,24,2,14,27,16,10,13,3,19,26,24,5,7,29,17,22,14,9,14,9,4,2,10,22,28,1,5,25,15,10,6,20,1,12,24,2,27,1,8,24,1,25,6,7,9,24,1,2,7,14,25,20,9,7,27,7,15,24,6,28,4,12,4,29,16,19,9,8,7,17,22,9,18,3,5,21,1,18,11,25,11,4,21,23,5,27,17,5,18,0,3,21,2,29,28,17,14,21,6,1,28,20,18,26]"
ta38,1037,"[0,2,1,3,3,2,1,0,3,1,1,1,0,3,3,3,2,0,0,1,1,2,2,2,0,0,1,3,0,2]","[8,9,27,26,0,5,14,1,4,6,15,3,11,9,19,7,4,24,25,26,27,13,20,14,23,10,22,21,5,18,8,18,20,0,4,23,10,2,9,2,28,26,14,3,1,13,18,3,24,2,12,28,17,23,4,16,17,7,2,16,29,14,11,11,29,10,26,25,6,19,0,16,26,9,0,19,24,20,16,29,7,7,14,23,6,18,10,14,22,19,20,13,5,25,18,24,6,15,16,2,15,17,13,29,10,19,2,14,29,21,6,7,5,14,12,6,13,25,3,7,25,7,3,11,8,18,14,9,24,9,27,15,27,1,20,16,28,27,17,4,28,29,5,14,5,3,3,22,5,9,17,0,15,19,21,15,28,5,0,0,3,8,15,26,13,17,10,1,5,26,2,8,20,2,12,24,22,28,25,27,11,13,9,22,8,27,25,25,15,0,15,4,13,10,5,8,16,10,18,3,18,0,23,4,14,9,20,12,1,11,20,17,5,1,28,12,29,23,21,10,23,19,18,4,3,16,27,24,6,7,11,29,25,2,6,24,20,17,27,7,11,26,19,10,17,16,0,9,15,12,22,1,21,4,13,3,11,6,20,5,5,15,8,17,9,25,29,20,23,25,29,16,9,22,14,23,15,2,10,14,21,24,27,6,12,26,2,27,25,24,12,9,7,28,11,28,18,2,8,28,22,17,15,6,12,13,0,3,14,19,26,20,25,1,16,29,8,0,28,18,10,21,21,29,9,6,12,12,29,3,21,23,13,10,20,25,23,19,3,27,13,10,7,1,22,22,2,1,22,5,19,22,27,15,12,25,12,26,22,23,18,27,24,13,28,22,2,17,21,7,18,21,4,11,1,11,14,29,4,17,10,19,8,17,9,12,3,20,12,21,0,26,27,8,6,26,22,21,5,8,19,4,11,2,26,4,23,7,13,16,24,16,28,0,19,4,24,1,11,1,21,0,15,8,7,16,20,29,24,28,21,16,6,11,7,18,26,17,28,1,24,23,4,19,8,6,13,23,1,18]"
ta39,1022,"[3,2,2,0,1,3,3,1,1,3,0,1,3,0,0,3,1,0,2,3,0,1,2,0,2,2,1,0,1,2]","[24,11,6,14,16,18,9,23,6,10,3,4,29,13,7,14,21,27,28,12,2,8,20,18,10,11,26,24,24,17,16,21,17,23,27,7,27,14,5,0,11,26,20,25,13,27,16,2,25,2,20,15,23,25,9,4,11,8,25,27,17,17,6,21,29,29,2,13,20,1,21,26,5,14,23,0,9,14,26,13,29,7,1,28,11,14,27,22,10,23,0,24,4,10,8,26,24,18,4,12,29,6,5,16,9,28,9,3,3,15,25,15,20,23,28,11,13,3,28,8,7,28,8,28,9,11,10,13,20,27,26,28,29,20,20,11,9,7,17,18,0,27,18,4,19,22,1,2,22,15,17,18,17,8,12,29,1,26,21,23,19,6,9,4,19,19,19,6,23,1,16,23,7,29,1,10,24,25,11,22,18,20,15,12,5,0,2,19,15,14,8,25,23,14,28,24,1,10,16,27,6,17,26,11,0,27,10,23,5,10,26,25,4,1,5,24,2,0,1,25,11,3,4,8,12,8,6,19,7,18,13,1,11,25,22,15,7,0,2,24,15,5,4,16,13,19,29,24,12,5,16,21,18,15,24,12,22,12,23,1,27,3,3,27,6,4,8,7,9,11,5,10,19,9,23,26,10,17,17,5,24,29,29,22,22,7,9,5,19,18,12,22,28,13,5,21,2,1,21,18,15,22,7,13,9,13,25,19,7,21,3,4,20,10,18,14,6,3,27,17,28,29,23,0,22,8,2,18,20,8,3,2,15,2,16,1,12,23,26,20,16,10,14,26,16,6,14,0,13,17,7,4,14,3,9,15,3,15,4,25,17,20,0,28,16,19,2,18,2,26,15,28,5,4,21,22,27,13,6,24,25,12,24,17,21,28,17,2,0,26,14,12,3,11,12,29,13,12,21,6,5,1,0,9,8,28,22,16,19,0,10,20,6,3,11,21,12,3,24,29,4,7,25,0,7,29,21,5,8,10,20,16,9,15,25,22,14,18,21,13,26,19,1,14,27,6,22,16,8,19]"
ta40,1026,"[0,0,0,0,2,1,3,3,3,1,2,2,2,3,1,3,3,2,0,0,1,2,2,3,2,3,1,1,1,0]","[21,9,2,10,18,22,16,23,28,14,17,4,15,15,16,6,14,27,11,18,18,22,5,8,28,18,2,0,12,29,18,18,6,1,23,23,17,4,13,16,2,26,0,16,27,16,26,12,28,5,7,10,20,22,26,14,14,6,24,13,0,7,15,19,22,8,26,10,15,11,24,12,13,9,22,10,3,2,24,29,17,21,4,15,21,27,8,26,2,9,27,11,9,13,28,11,28,24,10,17,9,16,6,16,23,21,0,6,7,4,6,20,4,24,10,7,29,28,21,8,25,20,27,2,0,10,0,8,16,8,1,7,21,25,22,5,25,29,27,10,29,17,1,4,9,10,1,18,26,3,21,12,11,13,22,23,27,9,5,25,2,25,15,26,14,11,20,1,15,3,29,17,3,20,10,3,6,5,6,19,6,24,23,16,22,4,26,19,19,21,12,5,7,29,19,24,0,2,12,10,25,19,18,1,20,1,8,1,14,12,18,3,13,22,12,8,16,2,28,0,27,11,11,14,12,16,2,23,0,25,14,2,19,14,13,23,15,28,18,18,25,29,11,26,8,13,3,2,15,20,6,1,25,5,23,7,11,26,10,17,0,4,4,8,6,26,20,23,12,11,20,3,20,8,25,11,7,4,1,13,28,18,7,14,7,9,17,22,27,1,5,1,25,4,19,22,5,0,25,1,24,24,14,12,8,17,21,27,9,29,6,29,21,24,24,10,9,3,20,21,4,19,23,14,4,3,13,2,22,19,15,7,4,4,19,13,3,28,3,9,12,15,2,9,27,26,28,21,29,2,21,6,27,13,7,1,20,5,11,17,0,0,16,15,20,15,5,3,16,17,8,19,19,11,6,7,5,15,0,25,22,18,25,8,26,27,10,16,24,13,24,22,23,20,15,29,18,6,17,22,16,12,0,23,9,24,23,5,18,19,28,21,29,11,14,29,14,20,17,21,19,9,12,14,10,8,13,25,5,29,7,27,28,13,28,17,26,7,27,3,9,24,1,26,3,17,5,28,23,12]"
ta41,1380,"[0,1,1,0,2,3,2,1,3,0,1,3,2,2,2,2,0,3,0,1,2,3,1,3,0,2,1,1,3,1]","[7,28,25,13,9,24,0,26,25,3,15,16,8,15,0,2,6,28,11,6,5,7,28,15,7,29,1,1,20,6,27,7,20,19,5,10,29,17,19,1,6,26,5,10,28,10,9,23,15,6,12,25,27,29,21,14,15,22,5,11,7,13,24,2,22,12,16,17,10,9,4,29,10,23,2,0,18,2,2,16,19,1,14,22,21,17,3,22,7,3,18,20,23,12,4,16,15,24,13,26,2,17,17,13,9,9,19,27,26,13,0,27,11,10,1,3,18,3,2,8,0,8,29,24,19,28,22,16,5,19,4,18,26,14,27,10,13,24,22,14,3,18,20,11,25,15,28,0,1,21,12,5,27,12,24,11,3,4,9,14,29,13,4,6,24,7,4,29,8,11,24,26,24,4,18,5,24,9,7,13,10,4,14,0,9,5,23,27,5,26,19,22,23,23,4,20,8,14,15,7,23,13,9,28,21,5,17,24,19,0,13,10,29,19,29,27,21,3,11,19,15,9,28,6,13,21,3,23,28,18,5,12,25,3,3,18,19,8,26,28,10,23,21,2,26,15,25,28,2,0,7,6,5,0,20,11,12,9,2,0,10,20,26,20,22,1,20,21,14,17,18,4,14,1,7,23,14,29,25,23,24,2,15,26,22,25,6,4,3,23,17,1,26,21,0,3,27,12,26,6,14,26,20,11,4,0,13,24,9,17,12,14,18,16,7,7,7,18,16,11,16,4,27,8,8,5,5,25,5,29,9,10,21,2,19,20,18,9,17,24,15,11,8,1,25,20,14,21,22,14,14,25,6,22,12,20,17,1,10,15,18,0,0,15,26,27,24,25,16,8,25,3,18,27,29,19,6,16,1,29,28,5,20,21,6,16,19,5,16,19,0,8,2,27,6,27,1,11,21,10,24,12,21,12,6,25,13,27,28,3,13,21,8,13,12,10,25,16,16,20,26,29,27,7,0,8,1,10,11,4,22,9,1,10,2,0,4,23,6,29,17,24,22,14,2,28,19,25,15,22,17,19,13,23,24,23,7,27,28,6,11,2,9,11,12,12,5,2,9,10,3,15,8,28,11,28,22,17,7,4,11,25,20,12,4,19,26,4,16,12,17,20,25,26,22,17,0,14,8,24,23,8,9,1,27,1,28,29,7,21,14,23,29,2,16,15,8,14,17,28,6,18,26,8,9,12,18,21,22,3,18,17,16,11,1,23,24,2,21,8,20,11,23,29,29,20,3,9,28,12,13,25,1,27,29,11,18,3,7,13,17,15,5,6,12,19,14,18,2,1,16,4,15,7,17,13,19,5,16,23,26,21,22,15,8,13,22,16,20,10,10,18,21,3,22,0,4,6,25,27]"
ta42,1309,"[1,3,3,3,1,3,0,0,3,0,3,2,1,2,0,2,0,0,2,1,0,3,3,2,3,2,1,1,1,0]","[15,8,4,3,28,29,25,7,15,8,29,16,12,2,15,26,5,3,16,21,27,1,24,16,11,10,4,1,7,13,15,27,21,3,8,6,21,22,5,28,19,22,14,25,10,19,9,24,1,13,1,10,25,2,11,28,4,3,14,6,6,8,23,22,15,24,17,4,16,7,14,17,27,22,14,23,11,0,8,16,20,12,28,15,18,11,29,17,29,15,14,18,5,16,23,8,4,29,3,11,21,16,26,3,0,9,19,25,20,14,12,19,1,6,20,3,25,12,12,8,10,17,24,0,26,9,27,12,10,19,16,13,9,23,9,21,16,15,10,7,27,10,18,20,6,5,22,3,0,20,4,13,1,12,5,22,23,18,29,22,25,13,15,4,0,28,24,17,23,22,4,21,21,9,21,7,26,28,12,26,5,24,12,16,4,11,29,12,12,22,26,27,5,25,0,6,20,16,14,10,7,8,20,19,19,1,1,9,28,8,27,29,3,26,8,18,17,28,14,15,16,13,6,9,27,7,20,2,14,19,18,21,23,14,27,1,8,11,2,17,20,26,17,29,23,25,17,13,23,9,13,29,24,2,2,12,8,18,27,3,26,28,18,5,28,5,0,0,14,7,21,28,8,25,15,19,6,9,26,17,24,14,2,14,12,12,6,25,22,22,19,29,27,7,18,0,8,16,1,7,14,22,29,8,23,19,8,6,12,26,6,2,1,19,10,29,22,9,11,13,10,24,20,11,28,21,20,13,27,18,28,28,26,18,12,24,0,7,6,0,9,20,20,20,10,16,2,3,0,9,0,0,1,1,23,2,10,17,29,11,7,20,4,6,15,12,26,15,19,2,14,0,6,4,1,5,8,7,11,4,5,1,18,2,21,28,2,2,9,14,11,6,2,24,9,21,4,28,3,13,10,0,8,26,28,10,5,18,21,25,15,23,16,21,19,4,5,17,27,24,24,10,11,25,19,2,6,20,3,15,27,7,20,18,21,18,11,14,5,27,6,13,5,0,11,3,23,21,17,22,1,26,26,27,7,5,8,18,20,7,13,9,13,4,18,13,10,14,21,5,25,19,23,16,17,15,18,20,8,14,7,0,19,5,6,13,18,29,24,15,21,27,3,22,22,22,13,17,15,25,17,11,29,16,25,7,23,9,9,10,1,5,11,16,28,1,22,29,14,17,13,6,23,20,16,21,4,25,2,10,2,1,15,12,17,5,7,28,25,2,19,26,22,29,7,9,6,13,24,23,24,19,4,27,11,24,13,0,17,22,4,25,9,12,0,4,1,12,3,25,15,25,17,11,28,4,26,10,18,3,24,24,27,3,23,26,29,19,23,23,16,2,24,3,11,27,26,29,3,10]"
ta43,1352,"[3,3,2,0,3,2,0,1,1,1,3,3,2,3,1,3,0,0,1,2,2,2,1,3,0,0,0,2,2,2]","[2,24,2,4,25,17,11,27,20,13,17,22,24,16,11,21,9,19,0,18,24,27,17,10,15,22,13,8,20,7,16,1,20,11,1,7,0,0,29,28,23,7,20,14,1,27,10,4,29,25,25,8,6,4,12,1,21,13,13,4,18,3,25,3,17,14,7,19,3,16,22,18,3,26,13,28,29,26,20,28,27,5,26,11,26,12,7,4,6,21,23,5,12,0,20,23,6,26,14,13,21,6,3,13,17,2,25,8,3,0,2,27,16,22,12,6,29,1,7,6,16,24,16,25,5,26,27,6,9,11,12,7,0,22,14,9,7,14,8,17,7,2,22,11,6,15,7,19,14,12,27,22,20,7,3,26,27,18,25,29,10,0,8,28,28,3,5,18,6,15,17,14,23,0,23,10,6,13,9,24,23,4,5,9,16,26,21,15,5,8,5,0,25,7,9,1,18,9,18,21,15,23,1,5,24,25,16,12,4,29,28,19,24,6,12,22,2,29,19,25,15,0,11,25,8,7,2,15,18,5,19,13,24,23,9,2,1,13,27,18,15,4,20,9,26,29,9,12,12,6,26,21,5,24,10,0,17,13,25,23,6,3,19,3,11,26,23,25,24,26,18,16,4,7,3,11,5,4,3,19,3,6,0,2,28,22,15,9,10,14,6,18,8,25,23,1,25,26,17,15,7,10,26,28,3,10,19,5,10,11,5,26,12,11,1,27,21,10,22,29,25,0,3,21,27,22,12,15,22,20,8,13,28,24,20,26,12,11,13,25,13,19,7,17,15,8,2,19,17,19,29,4,23,19,8,27,18,21,26,17,4,7,20,1,12,28,15,1,2,28,26,12,29,16,2,7,0,11,24,9,27,20,27,25,6,5,5,0,12,12,29,10,24,16,16,16,23,1,4,14,29,29,4,14,8,11,27,28,14,3,21,19,5,21,8,21,0,19,3,4,6,10,6,29,19,0,22,20,21,9,14,19,17,24,18,9,22,19,2,17,24,1,8,17,22,23,14,17,27,22,24,20,15,10,21,21,14,28,23,2,2,13,11,15,13,23,22,16,20,6,0,24,4,14,28,11,4,2,8,11,10,10,26,2,20,29,27,20,4,9,28,6,3,15,10,14,14,28,8,20,9,2,7,24,18,16,1,16,28,29,16,1,18,17,0,22,8,19,21,18,13,29,23,18,25,29,17,3,27,23,4,4,2,9,12,24,5,9,10,15,9,17,1,2,16,22,10,8,3,0,12,25,27,1,21,21,9,22,14,7,20,18,27,5,10,16,11,5,14,15,21,20,12,13,15,18,29,15,28,28,23,28,1,19,23,8,1,11,10,8,13,24,18,14,16,26,17,13,5,11]"
ta44,1375,"[2,2,1,2,0,2,3,1,3,3,1,1,0,2,3,3,0,0,0,1,3,1,2,1,3,2,0,2,3,2]","[3,18,0,19,17,28,18,0,0,23,28,25,1,20,28,4,2,3,19,13,11,9,0,7,17,2,23,10,27,24,25,6,7,0,4,5,7,1,17,20,6,28,12,21,19,1,26,23,0,19,13,10,5,21,8,5,19,27,22,23,0,10,25,27,12,6,20,1,24,14,2,5,22,17,9,28,7,15,2,26,15,5,3,12,21,17,2,3,11,3,13,8,20,8,12,18,6,17,8,28,10,17,5,23,2,23,29,4,24,0,14,27,14,18,6,24,18,20,23,7,8,5,11,23,12,11,15,4,16,26,6,7,20,11,25,3,7,18,13,8,16,13,25,6,12,16,24,1,13,24,0,25,9,25,17,28,10,13,14,27,7,7,26,7,8,12,8,14,4,1,21,21,2,25,10,5,3,19,26,25,17,19,29,1,16,3,15,29,24,20,25,3,17,21,22,21,6,20,13,27,14,0,19,23,27,5,15,11,19,17,9,2,1,29,26,28,28,5,5,25,4,22,16,22,22,29,11,8,27,4,16,9,0,16,3,27,1,20,19,27,9,21,13,14,22,12,14,13,3,18,2,14,4,25,22,26,10,20,23,14,12,29,28,23,7,15,10,14,1,6,17,4,29,17,11,6,13,0,22,26,1,29,5,25,13,15,20,3,3,14,15,4,22,16,12,0,26,21,23,29,11,16,29,12,19,17,24,26,15,1,26,27,14,18,5,26,20,17,18,23,21,19,9,9,4,24,4,22,28,7,11,1,22,9,19,18,24,3,6,19,6,29,13,19,0,14,6,7,9,28,24,27,1,6,20,7,5,4,2,26,8,12,20,24,21,15,26,16,20,21,3,23,29,27,7,6,24,22,27,9,6,7,8,13,21,10,0,11,29,5,11,13,0,11,18,3,19,5,12,18,12,8,20,11,24,14,13,18,10,20,15,28,16,9,18,19,12,21,4,22,14,5,11,10,18,1,10,1,29,18,2,12,5,29,14,9,25,9,28,16,20,5,8,12,24,2,16,2,3,2,16,3,8,6,10,29,17,21,25,4,29,7,9,14,15,15,10,25,26,27,2,26,25,16,15,28,23,29,21,11,3,17,24,23,1,9,8,27,23,26,2,10,22,2,19,13,1,28,8,27,20,4,18,28,7,16,0,18,29,17,14,28,8,11,26,16,2,8,16,9,4,22,2,6,22,6,18,3,12,17,14,25,23,22,16,10,19,12,15,25,29,22,1,15,26,21,13,9,27,10,23,10,18,0,17,4,21,7,15,8,24,27,24,6,15,22,12,15,11,28,11,4,8,10,7,9,27,19,23,13,24,11,5,4,28,24,9,26,13,16,25,2,10,21,1,0,20,21,15,0]"
ta45,1367,"[2,1,1,2,1,3,3,3,1,3,0,0,2,3,0,3,1,2,3,0,2,1,0,0,1,0,3,2,2,3]","[5,28,27,14,0,23,11,18,18,7,3,26,26,1,20,23,10,28,26,19,7,26,12,23,20,25,29,16,3,20,17,24,4,26,14,16,6,15,15,16,4,16,14,22,16,4,4,5,8,15,8,29,24,17,15,11,9,8,12,5,10,27,15,5,19,24,20,5,18,29,21,14,27,7,21,22,24,7,23,4,24,18,14,14,15,9,29,21,16,24,3,25,12,28,25,24,4,3,26,19,14,25,29,10,19,10,16,6,6,5,22,15,13,21,1,2,2,22,8,9,5,0,9,10,28,6,3,18,17,2,16,28,23,8,19,9,20,9,16,22,2,11,13,13,3,20,16,8,12,25,7,29,0,29,10,16,8,8,4,2,3,29,2,1,23,6,3,25,17,24,4,7,23,13,21,12,0,15,8,28,16,20,1,6,5,27,6,22,19,1,15,1,10,9,25,29,23,23,19,29,2,13,20,28,17,0,1,12,12,4,26,23,7,25,5,26,18,27,21,10,15,9,9,8,8,6,25,19,10,28,29,1,18,22,3,10,2,15,28,10,1,2,21,26,1,13,9,0,19,13,12,27,11,14,12,3,22,27,7,11,28,9,14,9,11,0,10,6,29,15,17,26,24,18,28,19,4,20,6,3,2,7,9,25,1,26,17,0,14,13,27,29,16,15,27,17,21,25,19,2,27,14,18,3,16,24,29,0,1,0,12,27,24,14,6,26,22,10,23,17,6,1,3,1,1,16,20,5,7,11,25,28,25,18,17,6,5,26,22,6,5,1,23,27,21,3,24,8,24,21,21,19,17,9,12,18,12,8,26,4,4,24,11,25,4,7,10,13,23,7,0,2,22,20,24,14,4,15,13,0,17,28,24,11,23,24,7,27,7,19,20,6,22,9,6,14,2,22,23,11,21,17,2,20,3,18,27,19,5,9,18,16,20,21,11,26,7,16,22,4,9,27,12,25,15,29,26,29,6,18,23,26,11,25,19,28,14,13,21,0,26,4,20,27,0,22,17,0,13,12,19,25,15,22,1,21,28,22,23,8,12,7,28,18,4,2,2,19,2,20,5,29,8,4,21,3,12,17,7,10,0,20,8,8,12,13,21,17,22,11,13,19,5,9,0,11,8,16,13,10,7,3,23,11,19,20,28,18,28,29,27,21,27,24,18,17,3,1,13,6,7,0,11,16,12,26,5,14,4,28,5,17,13,19,10,16,1,2,11,23,5,15,23,18,21,6,13,9,27,14,0,18,20,0,11,7,29,28,9,24,26,8,25,21,24,3,5,22,18,10,10,11,29,22,6,14,8,2,11,27,17,12,5,13,15,17,14,25,20,3,14,4,15,1,10,2,15,25,12,13]"
ta46,1381,"[3,3,2,3,1,2,0,0,3,0,3,0,0,0,2,1,1,2,0,1,2,3,1,0,2,2,1,2,1,0]","[26,9,18,0,11,3,14,2,8,28,10,4,8,20,5,3,14,12,22,9,14,19,7,28,2,9,1,26,7,7,9,14,11,21,4,28,15,29,10,5,9,18,13,21,19,18,26,13,25,16,4,0,2,27,5,16,13,20,28,27,24,19,6,3,20,28,26,19,6,7,20,10,18,26,25,5,4,5,11,17,1,21,17,3,13,15,8,12,6,26,5,27,21,20,10,6,13,22,6,19,3,1,15,25,11,11,22,22,11,19,1,9,11,24,19,0,23,8,24,16,2,16,12,14,10,25,7,21,19,14,14,25,23,5,24,4,3,26,28,19,29,9,2,17,18,15,3,10,27,5,7,24,22,24,22,8,28,1,0,12,5,11,28,22,19,23,17,18,20,26,20,27,17,24,18,15,25,25,5,13,4,16,29,24,15,21,26,26,22,3,0,27,6,18,12,3,28,15,27,1,17,17,7,10,17,24,15,8,29,10,26,20,28,10,23,23,0,7,7,6,3,0,29,12,28,26,4,27,16,23,20,5,23,4,2,1,0,22,19,16,20,13,4,8,2,20,9,5,14,17,14,21,6,8,8,19,29,3,12,1,21,22,5,4,14,1,0,13,20,16,17,16,12,0,2,21,8,7,25,6,27,14,12,25,10,9,15,3,15,11,1,27,21,28,11,4,18,22,1,29,5,0,26,29,0,27,20,23,9,25,7,13,16,22,2,28,20,12,10,13,13,23,17,21,25,7,4,22,22,15,13,13,2,12,8,3,1,28,20,6,23,6,7,19,17,14,4,29,8,17,18,15,12,12,19,2,10,18,16,5,0,0,7,27,29,20,23,3,9,16,15,27,4,11,6,23,18,18,18,2,1,17,11,4,1,18,7,21,1,22,21,9,2,27,10,11,7,22,25,27,23,1,29,20,14,10,0,23,0,15,12,28,24,13,19,6,24,9,11,10,28,9,11,15,19,24,24,0,9,10,16,2,28,24,5,19,10,11,18,9,6,1,5,14,28,23,3,23,8,8,19,13,4,16,16,29,3,2,19,25,29,27,2,21,12,17,29,12,13,23,29,15,2,0,7,29,8,5,10,17,22,18,11,23,5,16,29,13,10,0,26,6,24,27,14,15,3,9,3,2,26,28,14,10,11,16,7,25,9,22,8,20,9,12,21,1,27,4,29,12,25,6,16,1,8,25,21,14,1,6,7,17,20,26,17,7,12,13,24,23,21,25,15,22,3,5,25,4,24,15,19,0,25,27,15,6,23,29,6,9,26,2,20,18,27,26,8,24,26,25,28,24,16,29,26,2,18,8,14,6,17,13,21,3,17,21,14,22,24,8,12,21,18,14,13,4,16,4,11,11]"
ta47,1339,"[1,0,0,3,3,2,0,1,2,0,1,1,3,1,0,3,2,0,2,1,2,2,3,2,3,1,0,1,0,2]","[19,16,22,16,18,28,0,20,6,3,13,6,10,23,25,15,26,16,26,1,29,18,1,13,12,20,15,3,17,25,27,13,16,28,23,14,20,2,15,18,0,26,25,22,20,17,1,25,3,22,8,0,11,19,3,29,24,28,25,5,4,11,12,2,28,7,14,21,6,11,2,3,20,14,24,16,14,14,9,21,10,8,17,1,7,13,7,4,17,14,18,9,12,6,2,21,0,24,8,4,26,12,24,19,23,9,25,0,27,13,26,9,6,19,12,22,28,18,7,23,8,6,1,4,23,19,12,17,21,26,12,11,13,26,6,22,19,14,19,2,7,19,18,28,26,26,16,25,12,25,22,23,29,24,17,29,1,1,0,25,27,1,0,7,10,27,0,23,17,3,20,0,15,5,13,16,13,9,5,9,7,23,6,21,25,20,12,3,7,10,8,19,24,28,29,20,3,9,6,17,18,8,10,12,29,23,10,3,0,16,15,9,3,15,11,1,10,22,21,0,2,15,8,2,17,0,4,18,23,2,5,20,23,24,26,8,16,20,4,5,5,7,9,2,8,28,27,3,5,13,22,4,23,29,10,1,17,27,15,29,7,24,23,22,7,29,18,13,19,28,18,14,27,0,27,14,20,25,4,28,26,1,27,0,14,25,16,27,2,0,14,28,6,24,26,15,3,4,28,17,11,9,1,3,24,24,22,13,17,25,22,10,11,6,21,15,1,15,3,17,27,12,16,14,5,8,19,24,19,18,9,13,2,24,14,1,28,0,16,24,26,23,18,18,21,18,28,27,13,24,17,18,10,5,29,2,5,5,13,13,4,19,26,6,1,6,11,13,21,11,6,4,28,20,21,2,15,27,11,23,15,0,8,7,3,5,26,3,12,1,10,26,12,29,2,11,12,16,1,1,28,17,9,7,8,17,2,22,24,5,25,16,4,14,19,6,23,7,22,22,2,4,20,24,8,17,5,28,15,15,15,8,13,9,24,15,28,4,21,4,3,21,10,10,23,27,2,4,10,11,7,12,12,29,10,5,14,27,29,22,6,18,27,17,8,8,21,20,12,18,17,4,8,10,16,25,22,11,24,11,3,6,4,5,13,26,19,3,4,11,11,20,9,22,11,19,14,22,14,12,11,25,15,20,3,21,27,26,16,23,13,29,7,7,16,6,19,25,13,11,21,9,10,6,19,17,16,2,24,2,20,0,21,21,22,25,23,29,10,28,9,14,9,5,21,11,27,26,18,28,4,9,6,29,0,7,21,1,5,9,27,8,10,29,9,18,18,22,10,14,2,27,16,20,19,7,5,25,8,15,15,14,20,19,5,29,25,8,7,29,26,21,12,20,16,1,23,0,12,29]"
