instance,makespan,FA,OS
ta23,1264,"[2,2,1,0,1,0,1,0,1,2,1,1,2,2,0,0,2,1,0,1]","[15,4,6,4,13,5,17,3,11,10,6,2,6,7,18,10,3,14,4,10,11,2,5,3,17,11,5,2,12,4,5,3,5,13,10,3,17,13,17,19,7,16,18,17,5,18,1,16,19,4,0,2,7,11,5,19,8,10,19,11,9,1,3,9,14,18,14,18,11,6,1,17,2,14,14,18,14,6,12,3,13,6,10,16,17,16,14,8,0,7,2,8,8,3,15,3,0,13,13,19,14,1,7,9,17,11,11,12,13,12,13,9,13,0,17,5,17,17,19,2,6,8,14,7,0,4,7,19,15,9,9,9,5,10,12,4,7,6,8,9,10,4,18,10,16,12,3,7,11,15,15,15,3,9,11,1,16,16,7,7,16,12,18,4,13,8,10,19,4,1,13,10,4,14,0,19,15,12,16,19,14,2,12,16,15,0,2,0,7,8,0,3,11,14,18,12,11,16,16,13,18,8,17,16,9,8,18,12,7,13,12,17,15,5,8,2,11,10,6,19,11,2,0,2,8,6,10,11,4,14,7,4,6,0,5,8,2,14,18,15,18,2,5,19,15,4,3,6,10,6,3,14,6,3,7,11,5,0,4,1,17,0,1,12,7,8,2,10,0,10,4,15,14,16,10,8,11,19,15,9,15,3,7,9,13,14,16,10,14,5,18,1,19,13,9,12,3,17,6,4,1,13,5,1,17,19,4,12,0,5,17,19,19,2,11,16,19,16,12,12,8,13,1,6,6,4,17,5,8,12,10,6,1,2,0,18,9,9,12,1,5,0,0,13,8,5,18,13,10,8,2,1,17,9,7,18,9,1,1,19,13,17,0,15,1,11,2,1,18,6,15,12,7,3,15,9,15,16,4,19,6,16,7,14,16,2,18,9,0,1,5,14,9,15,3,18,11,8,15,3]"
ta24,1237,"[0,0,1,1,1,2,0,0,2,0,0,2,2,1,1,2,1,2,0,0]","[4,4,13,5,15,7,17,6,14,7,12,18,12,9,0,2,2,12,16,11,16,5,1,19,11,2,5,14,8,12,17,16,3,14,6,2,18,16,11,4,19,0,10,5,19,7,10,7,16,0,18,15,1,2,10,6,14,8,7,5,2,3,2,4,6,13,1,15,11,19,5,0,12,17,13,7,15,1,3,8,15,9,6,1,15,18,3,6,9,0,4,10,4,8,8,18,0,2,11,1,18,6,13,17,4,14,16,7,6,12,19,11,8,14,7,10,11,3,2,17,16,2,11,12,6,7,1,17,9,9,5,17,11,11,5,0,18,7,15,8,17,19,8,17,0,14,18,2,16,14,2,13,4,1,17,18,11,14,9,3,16,4,0,6,12,14,7,10,1,14,17,8,12,14,4,18,1,10,11,3,16,15,9,13,3,5,19,4,5,3,15,4,11,9,17,19,13,0,5,8,9,4,9,8,16,4,7,14,13,7,15,9,1,3,5,0,17,1,15,13,2,6,12,16,13,0,8,9,2,12,0,2,12,14,6,13,10,18,10,19,3,13,16,18,17,10,6,2,3,5,19,19,15,2,7,14,16,1,4,12,18,12,19,8,9,10,1,10,8,15,10,10,3,10,19,13,3,19,17,14,9,10,19,12,3,15,5,11,18,17,11,7,4,14,19,8,8,17,11,11,10,7,1,2,15,14,11,10,8,18,3,4,9,18,3,3,11,0,16,7,13,18,12,15,13,15,0,9,17,1,6,9,0,3,15,19,17,12,4,13,5,18,18,9,9,6,1,17,16,5,5,13,1,5,15,12,2,2,1,16,13,5,13,3,16,9,4,18,8,16,1,15,6,0,8,5,19,11,19,7,0,7,16,12,10,19,4,6,14,6,14,6,10,8,6,0,7,13,0,12]"
ta25,1279,"[0,1,1,1,2,2,2,0,0,1,0,2,2,0,0,1,0,2,2,2]","[8,17,5,19,10,16,7,15,13,18,5,17,18,18,9,15,5,9,15,11,5,10,1,17,5,15,2,10,5,1,17,11,0,9,3,7,7,9,0,17,19,9,8,17,18,10,4,1,18,7,8,16,17,15,3,19,16,2,10,0,13,7,5,0,8,3,8,8,8,6,10,7,1,11,4,0,13,10,14,19,11,6,2,3,4,17,4,1,1,1,3,11,6,13,16,11,5,16,11,6,7,2,14,2,8,9,14,14,5,4,12,11,12,9,12,15,18,4,12,0,18,7,5,13,4,2,9,3,1,6,13,12,12,17,2,16,8,14,5,9,14,10,4,18,7,16,3,0,15,9,0,18,2,19,5,4,8,2,1,17,2,15,15,4,5,18,19,0,16,0,15,13,4,16,1,1,14,1,19,7,13,14,12,19,4,19,0,0,9,14,11,9,13,15,12,16,17,6,7,10,1,2,17,16,5,16,13,13,9,8,3,15,13,0,10,15,0,10,0,6,18,6,12,3,5,3,3,6,18,1,18,19,16,14,5,10,1,8,12,16,1,5,14,12,13,11,2,15,16,14,6,9,10,17,4,18,14,13,2,3,7,3,11,11,19,16,0,6,8,4,11,10,18,10,8,17,10,12,6,17,16,9,10,11,19,18,1,8,14,8,4,15,8,7,9,7,14,19,8,6,12,7,7,13,17,17,15,3,9,12,2,6,18,2,15,17,13,5,4,1,2,10,8,9,19,0,18,2,11,5,3,12,2,11,15,16,15,6,12,4,16,4,6,3,13,0,7,16,3,13,19,11,5,6,17,12,3,1,14,14,7,17,10,19,11,10,19,6,15,19,4,7,2,19,12,19,18,14,6,0,3,12,14,1,8,13,11,14,4,9,7,11,2,3,13,9,12,0,18,6]"
ta26,1268,"[2,1,1,1,0,1,0,1,2,1,2,0,2,1,2,2,0,0,0,1]","[6,16,3,14,12,4,0,19,11,16,14,18,9,16,11,5,6,2,3,10,10,15,3,14,19,11,11,2,8,12,18,5,7,11,16,19,10,12,3,19,8,14,14,17,6,5,16,3,16,12,13,12,13,0,4,1,19,15,17,19,4,9,5,9,9,7,16,11,6,4,3,7,14,5,6,15,4,3,17,15,13,7,14,15,11,12,6,4,6,16,16,1,10,0,18,8,8,5,15,18,18,11,15,19,8,17,12,0,19,1,12,10,16,2,17,15,7,4,9,5,10,13,19,4,2,10,2,12,5,15,4,18,9,19,5,10,10,6,5,11,2,7,15,2,17,5,15,17,7,9,4,1,15,8,14,16,17,1,17,8,17,11,15,7,17,4,13,8,1,1,8,7,3,1,4,7,17,2,1,0,0,12,5,4,18,14,5,0,18,0,3,2,17,19,13,0,0,16,13,8,6,12,16,19,0,12,17,11,2,10,18,13,0,2,18,3,16,9,1,8,7,0,7,13,4,16,15,11,3,2,18,13,13,15,9,0,11,17,2,12,3,12,9,7,6,19,8,6,4,10,9,15,12,14,19,14,13,9,11,6,3,1,14,17,11,13,2,12,12,14,18,9,15,18,10,3,14,5,11,10,18,1,14,4,14,6,2,17,19,13,6,4,11,16,8,9,0,4,8,5,9,14,10,10,0,3,18,6,8,3,7,9,8,9,19,13,1,10,1,15,11,11,3,7,14,17,12,4,1,9,8,19,13,9,13,16,7,19,0,5,6,6,19,5,18,8,18,15,12,2,2,16,2,7,2,11,10,6,16,0,7,3,18,10,0,17,0,7,1,13,19,1,5,3,1,14,6,1,1,15,9,7,18,5,6,17,13,10,8,14,2,5,4,16,12,18,10,13,3,8]"
ta27,1362,"[0,2,1,2,0,2,2,0,1,1,0,1,2,0,0,0,2,2,1,1]","[13,0,4,7,13,0,6,5,13,4,16,17,12,16,16,17,16,5,7,14,2,6,4,0,11,7,15,12,0,12,19,13,2,7,5,14,12,15,11,14,0,3,12,0,9,10,19,12,15,5,10,7,6,4,4,1,15,1,16,9,10,8,6,19,1,15,13,8,17,7,2,6,9,4,3,4,2,9,0,2,11,2,18,5,15,10,14,8,1,17,9,2,9,17,0,10,10,4,16,4,15,17,16,6,11,14,7,0,16,0,2,18,8,6,18,3,4,16,14,10,9,18,5,11,18,12,1,6,13,12,14,13,15,5,9,9,8,13,11,15,11,2,18,17,15,7,0,2,13,10,5,1,12,1,19,2,10,19,18,18,14,18,14,1,10,16,18,14,18,12,11,15,10,5,0,7,5,17,12,1,4,7,3,0,6,15,3,13,5,12,4,19,6,8,1,6,6,3,19,17,13,18,7,12,10,2,8,13,5,14,14,19,12,16,1,11,1,13,14,12,10,14,19,8,7,3,0,18,8,16,6,2,1,3,17,16,3,5,19,17,11,8,3,4,11,15,19,11,4,17,9,8,5,19,12,8,4,0,0,18,15,1,10,0,8,12,7,15,3,2,10,13,18,15,11,13,19,7,4,9,3,17,9,3,9,4,11,19,5,17,19,18,13,10,0,1,3,11,8,5,3,7,6,7,19,15,18,16,12,6,3,9,17,15,5,19,6,1,7,3,16,6,17,17,4,2,3,14,2,6,2,14,15,7,0,16,5,14,8,11,19,16,9,10,10,19,11,11,16,19,8,9,9,12,13,11,16,8,3,14,5,13,4,8,6,9,0,12,7,10,1,16,1,1,3,1,18,10,17,13,4,18,17,13,2,8,14,2,9,7,11,18,9,14,2,8,5,15,6,17]"
ta28,1311,"[1,1,1,0,2,2,0,2,2,0,2,2,0,1,0,0,1,1,0,2]","[8,4,9,19,7,0,18,5,13,5,3,12,2,11,7,0,12,13,10,2,12,14,9,17,5,12,13,5,7,11,15,18,4,5,4,8,14,2,10,9,4,3,8,19,2,1,19,14,19,9,11,14,2,9,5,11,10,8,9,8,2,18,17,16,9,2,0,18,18,4,3,17,1,6,5,3,3,13,19,8,16,19,12,8,18,17,13,19,11,2,3,17,17,11,1,1,16,7,8,6,13,9,3,13,12,3,5,7,7,2,6,10,15,0,10,19,1,6,9,14,8,14,16,8,15,6,4,7,12,7,7,13,18,1,4,18,14,14,0,1,1,9,6,14,11,2,7,6,19,19,18,17,17,7,8,5,16,16,16,10,1,7,13,15,14,7,3,5,4,14,10,12,6,17,3,1,9,0,11,10,0,8,4,12,2,12,18,17,15,13,0,13,13,16,4,17,4,6,18,11,15,11,12,1,13,8,2,8,11,16,7,13,7,0,18,17,10,13,0,14,11,15,16,15,3,3,12,16,9,19,5,15,11,0,16,12,5,15,18,0,12,14,0,5,6,13,14,12,10,6,8,9,0,7,0,12,1,18,14,10,3,19,3,10,5,2,18,1,17,3,8,4,16,19,9,8,6,8,9,12,14,18,16,6,2,4,3,9,3,9,17,5,9,15,7,10,13,8,18,10,1,6,1,0,0,14,5,17,5,19,4,11,0,18,15,6,0,10,4,11,16,2,19,15,3,16,12,5,2,1,14,2,6,16,15,18,2,5,11,4,19,6,3,6,14,5,1,15,10,17,4,14,17,1,12,15,10,9,13,10,1,3,8,2,1,4,17,16,19,17,4,13,11,7,16,11,18,6,15,11,10,16,2,4,19,11,15,0,15,10,6,12,17,7,7,19,9,19,15,13]"
ta29,1292,"[0,2,2,1,2,2,2,1,0,0,0,1,1,1,0,0,1,2,1,0]","[14,1,5,2,12,2,18,17,9,1,7,18,1,9,3,7,11,18,19,2,11,16,6,2,2,9,15,11,17,0,19,10,6,5,12,12,5,2,1,9,10,17,8,11,10,1,15,3,0,4,0,1,10,5,9,11,16,7,17,5,6,13,2,7,15,16,11,6,9,1,15,16,0,17,12,5,18,11,5,16,0,3,0,11,8,0,4,3,16,10,6,4,4,10,8,15,18,11,7,11,6,19,16,15,6,8,12,10,14,11,7,19,17,7,4,17,3,4,3,12,9,3,2,0,4,12,19,13,4,8,17,9,14,6,18,7,10,0,9,16,17,19,9,1,4,1,6,14,4,7,19,2,15,12,1,2,0,18,9,18,5,19,7,14,11,15,5,2,5,19,0,12,14,17,5,12,2,3,5,10,17,9,19,18,6,11,5,13,13,1,17,17,7,11,4,8,16,14,7,16,10,18,14,15,18,8,12,8,10,5,18,9,7,19,1,16,13,2,17,2,8,19,10,9,18,8,9,19,19,15,3,13,15,15,14,8,13,13,8,1,16,12,0,13,16,18,9,14,14,3,19,11,3,13,16,6,2,15,5,12,8,16,11,11,9,6,9,17,0,7,14,10,16,0,6,18,6,3,0,10,10,4,6,18,18,13,18,17,5,0,17,2,15,16,8,0,19,3,4,2,19,3,14,1,17,4,1,4,4,3,16,7,15,1,7,13,8,6,10,4,14,4,4,1,10,8,13,7,14,2,0,7,5,1,8,13,7,15,3,2,1,13,6,14,6,13,8,5,12,10,13,13,11,0,19,13,3,13,6,9,8,2,11,14,7,9,15,16,5,14,4,11,12,19,12,12,14,17,18,16,15,6,12,19,10,8,3,12,18,14,12,5,15,10,3,1,0,17,3,15]"
ta30,1290,"[2,1,2,0,2,0,2,0,1,2,1,0,0,2,0,2,1,2,1,0]","[6,17,11,0,11,9,17,11,6,16,9,7,8,10,17,10,8,18,6,1,13,2,13,12,15,16,3,12,7,17,9,7,17,4,16,8,14,11,9,3,5,6,13,4,7,19,11,3,0,0,12,2,18,9,1,7,17,11,15,3,14,6,15,5,10,9,2,6,8,7,4,0,18,17,11,14,15,3,19,17,1,18,15,16,8,16,5,1,3,9,5,9,19,6,7,0,0,13,10,9,11,13,5,16,4,10,14,11,8,14,14,15,5,12,18,15,12,16,18,14,17,3,0,2,13,5,10,17,3,17,13,4,16,8,18,18,7,10,3,12,9,3,18,5,13,15,11,18,12,2,0,13,2,12,6,2,1,1,19,8,16,3,19,11,1,2,5,19,16,8,0,0,15,17,13,16,9,19,2,6,9,1,14,2,2,19,2,0,5,17,6,13,2,1,0,7,7,13,3,4,9,1,7,19,6,9,0,17,12,10,16,0,8,13,14,17,2,14,19,8,14,15,5,13,17,18,15,15,14,8,10,0,5,15,1,9,15,12,18,0,10,4,16,2,3,5,9,6,7,14,14,3,15,18,16,13,4,8,16,4,13,9,7,11,16,9,4,12,19,12,5,1,5,2,18,4,2,15,19,3,8,12,0,15,19,0,16,7,5,18,16,19,11,8,1,5,14,5,4,15,1,18,1,4,4,1,10,19,18,19,1,19,14,16,8,3,2,19,4,10,11,10,3,4,12,13,6,6,7,14,6,5,10,11,17,18,8,12,4,17,0,19,10,14,13,15,2,7,3,6,9,17,10,16,8,1,12,6,10,9,6,5,12,10,3,8,14,11,2,3,7,11,11,4,10,17,1,18,19,18,12,4,0,7,7,12,1,8,6,15,11,4,10,12,7,11,13,14,13,6]"
ta31,1182,"[1,2,0,0,2,0,1,2,0,1,2,2,0,2,1,2,1,1,1,0,0,2,1,0,1,0,2,2,2,1]","[28,29,26,10,6,29,17,23,7,28,7,28,25,20,17,27,29,0,6,10,26,4,20,3,28,8,7,8,21,24,3,24,23,22,24,2,15,25,24,21,17,17,20,12,21,22,28,20,13,6,16,5,0,12,9,22,2,11,11,22,18,18,4,21,14,9,11,29,27,28,23,24,4,28,26,6,10,19,9,8,23,14,13,24,13,12,3,3,14,26,13,18,7,17,8,11,12,16,2,18,20,12,3,25,28,1,3,10,14,18,16,9,9,3,21,4,22,13,1,1,11,19,22,27,29,24,2,7,29,10,22,5,13,26,5,5,26,19,14,8,18,10,0,22,21,2,24,6,21,15,27,29,25,0,21,27,6,17,26,19,0,25,23,25,28,15,1,0,17,13,14,22,0,12,26,0,5,17,19,12,15,13,1,23,18,1,24,7,4,19,11,12,26,16,19,16,18,2,4,20,29,29,12,26,16,9,16,29,5,5,10,1,1,28,13,7,8,24,1,27,16,9,10,20,19,14,21,11,18,15,18,3,18,3,12,21,6,20,11,4,17,7,6,28,18,25,7,20,23,8,1,14,24,5,12,26,11,13,19,22,25,19,13,4,3,15,16,19,20,2,21,28,18,21,9,27,14,8,22,9,28,10,14,17,9,5,2,19,25,27,17,25,12,25,16,11,24,16,0,6,4,14,15,3,10,0,6,5,12,20,7,26,16,25,6,5,22,9,19,2,11,12,5,9,22,27,9,15,23,8,15,26,18,10,1,26,4,16,29,27,23,20,24,23,7,22,22,3,15,4,24,8,0,26,29,14,2,13,6,13,29,14,8,5,15,14,6,23,14,11,16,8,16,15,10,28,3,10,17,2,27,5,4,0,2,11,15,21,25,7,17,28,0,29,7,2,13,21,27,11,6,23,3,5,20,23,23,1,3,4,6,1,8,25,19,17,15,12,7,20,1,15,20,1,18,29,0,9,27,9,27,0,8,21,25,2,8,4,23,27,19,2,10,7,13,10,11,24,17,4]"
ta32,1207,"[2,0,2,1,1,2,0,0,1,2,1,1,0,1,2,1,1,0,0,0,2,2,0,2,2,2,0,0,1,2]","[3,5,0,9,12,16,25,15,29,27,3,4,27,29,1,11,3,6,28,14,21,12,11,11,14,15,12,16,19,21,19,21,4,26,24,24,22,24,9,28,12,21,19,17,12,28,22,22,22,25,13,0,1,10,5,26,26,29,29,4,14,25,20,3,29,0,26,12,8,6,9,7,27,20,8,2,4,13,25,29,16,27,2,26,10,26,15,24,16,11,5,2,26,18,27,5,28,5,18,9,18,3,23,19,15,7,12,17,8,7,13,28,14,14,20,25,23,10,5,24,27,22,16,0,1,1,24,9,0,11,21,20,7,5,4,13,7,0,9,8,2,7,29,2,12,22,1,0,22,0,23,14,6,25,3,13,27,3,0,7,11,13,11,28,23,4,19,24,5,12,28,18,6,22,29,9,20,6,7,17,12,2,2,28,6,6,13,29,17,17,3,14,24,16,9,16,24,1,28,9,29,15,23,11,0,23,25,18,27,11,7,8,20,22,18,9,18,14,16,28,14,19,18,28,9,8,5,26,21,26,19,3,25,2,8,24,23,27,13,21,16,14,17,14,23,24,26,20,25,17,28,4,8,21,15,11,19,23,26,10,25,27,7,6,4,18,18,2,17,6,4,22,24,18,16,3,16,11,1,6,20,29,10,2,15,10,13,19,29,29,1,5,20,18,28,21,27,1,1,13,16,3,10,2,19,22,1,22,15,28,23,20,7,15,17,16,9,2,20,10,6,13,8,2,18,6,18,22,7,25,27,21,17,21,0,10,13,21,20,26,27,23,0,14,19,6,12,22,27,17,15,2,14,7,9,10,19,17,29,11,4,1,4,15,10,5,14,17,16,15,10,7,25,10,24,23,8,1,15,19,24,3,27,25,10,8,16,21,25,23,4,9,12,12,11,15,0,20,19,29,12,7,21,13,5,22,26,5,17,13,10,21,8,8,19,4,4,3,4,1,11,3,0,14,13,8,12,8,3,23,11,28,20,26,18,17,9,6,24,5,6,5,26,20,2,1,0,25,15,23]"
ta33,1190,"[1,2,1,1,0,0,1,2,0,2,0,0,1,1,1,2,1,2,2,1,0,0,2,0,0,2,2,2,0,1]","[27,0,20,27,3,24,8,1,22,3,8,21,15,19,8,21,5,29,7,7,26,24,5,24,1,6,19,25,6,23,21,7,29,23,19,24,15,27,24,26,19,6,0,9,3,0,13,0,9,23,27,20,26,27,23,18,0,26,20,11,22,5,1,3,2,15,8,13,15,21,11,19,29,16,22,10,1,16,20,21,28,2,6,15,1,6,26,6,2,26,3,29,29,23,18,10,9,18,27,12,11,11,15,29,23,13,17,29,13,1,23,2,27,4,19,10,27,14,27,27,2,17,4,16,12,26,22,14,6,17,16,23,8,9,28,14,1,29,8,9,18,21,12,27,28,19,7,28,16,13,25,19,5,4,22,26,25,10,2,19,4,18,2,29,29,7,18,7,20,11,12,28,24,9,14,14,27,22,13,21,11,0,22,13,4,16,12,24,20,27,10,19,3,23,19,13,8,1,16,17,28,7,1,12,1,13,28,6,21,0,11,21,25,15,14,20,8,29,24,14,16,25,0,22,9,4,28,15,22,21,4,5,20,28,7,5,14,25,28,29,16,10,26,1,22,8,1,10,21,18,10,2,0,0,14,28,7,3,8,20,5,29,22,28,14,8,9,1,27,24,17,26,2,16,29,9,10,22,14,17,3,3,23,25,2,0,13,13,23,10,24,0,23,18,6,22,7,5,3,28,23,22,25,14,28,10,5,6,26,24,14,7,17,24,26,5,16,11,3,20,12,15,11,10,26,20,12,9,15,2,15,17,7,11,21,6,4,8,1,9,17,23,12,17,2,0,5,23,18,20,25,7,27,11,8,17,12,25,26,21,11,4,2,7,25,4,16,9,19,4,20,20,12,3,0,6,18,26,6,5,24,18,13,25,28,21,2,17,4,8,19,2,3,3,9,13,13,11,6,6,17,25,21,19,16,10,5,7,16,9,14,4,13,25,12,11,5,18,17,12,3,10,15,15,14,16,25,8,12,20,19,18,5,1,18,12,15,9,24,4,15,24,22,11,17,0,4,18,29,10]"
ta34,1184,"[0,2,0,1,0,0,2,2,2,1,1,0,1,2,1,1,0,1,0,1,2,1,2,2,2,0,2,0,1,0]","[25,14,15,7,16,12,22,19,17,17,3,11,15,27,8,4,21,3,6,28,0,0,5,13,1,10,9,12,24,0,10,20,18,23,27,14,20,28,22,12,29,28,15,16,25,4,15,29,8,4,28,7,29,27,1,8,11,15,18,6,27,4,21,24,16,8,26,26,13,15,5,17,16,5,11,27,6,25,29,22,21,12,20,13,19,3,25,22,28,19,6,7,18,26,18,17,23,14,22,21,11,19,19,8,1,24,27,7,7,10,29,16,22,1,15,10,8,17,6,29,18,2,2,6,15,6,12,21,14,12,17,23,2,19,26,17,13,13,15,3,25,3,5,20,22,28,2,29,1,20,0,14,11,2,9,19,7,27,3,23,24,16,20,12,6,27,12,10,27,23,7,5,28,22,23,13,16,0,1,18,0,7,21,4,25,9,14,12,13,5,19,29,1,14,10,11,29,15,24,16,6,20,18,16,26,8,9,1,5,5,5,20,17,22,9,11,24,29,19,21,21,4,14,25,11,25,16,26,15,17,20,26,15,23,26,9,8,23,25,4,17,28,27,8,7,17,25,21,19,4,12,26,15,24,26,21,17,5,1,16,10,2,11,14,19,4,7,3,2,21,16,7,5,27,26,29,28,0,6,13,29,9,18,2,16,20,23,23,6,10,28,9,28,9,10,17,27,5,2,11,9,2,2,20,10,19,4,18,21,13,14,26,22,20,13,8,19,0,25,3,1,28,9,3,28,19,18,10,15,22,1,11,24,23,14,9,21,11,4,27,3,29,6,18,18,4,20,2,26,24,25,17,12,24,1,7,21,4,5,16,22,9,10,27,14,23,8,1,0,23,0,13,1,24,14,0,11,26,12,3,11,25,13,18,18,13,28,4,13,9,15,6,10,29,6,25,29,5,6,0,19,8,3,24,22,17,8,22,12,20,9,0,4,28,1,11,16,27,22,21,8,25,14,23,3,10,12,24,10,7,0,5,7,3,23,3,2,2,24,14,2,7,8,18,24,12,13,0,20,26]"
ta35,1186,"[0,2,1,2,1,1,1,2,1,0,1,2,2,0,0,2,2,0,2,0,1,1,0,2,2,2,0,1,1,0]","[8,28,3,14,14,20,4,26,9,15,12,16,18,24,13,10,12,8,16,13,28,17,21,19,11,3,12,21,8,14,15,14,9,22,17,25,11,16,23,7,20,11,11,3,26,20,25,5,14,24,4,18,5,9,23,29,5,12,20,22,10,19,24,29,19,24,18,23,2,28,6,1,15,24,24,6,1,17,2,7,19,20,27,10,28,28,16,29,14,29,21,18,17,19,2,2,12,13,27,21,20,21,3,7,6,17,22,22,29,21,28,23,17,26,21,25,25,6,21,7,13,28,15,19,10,22,15,3,23,5,5,15,22,1,8,13,24,12,14,18,5,13,11,16,22,0,23,23,8,0,16,20,25,22,25,8,17,26,11,9,20,0,6,5,2,3,6,25,23,21,16,20,29,17,10,26,14,12,2,17,25,22,0,8,4,29,10,22,26,2,16,15,19,9,10,27,1,10,1,4,11,7,10,15,0,2,7,26,27,4,12,0,23,15,20,15,9,12,6,23,9,24,19,22,4,2,26,27,3,13,12,3,15,15,18,26,3,17,29,21,21,21,21,1,9,9,28,5,18,5,9,29,1,5,10,11,13,28,5,23,29,14,5,0,4,17,29,1,9,24,6,5,21,28,11,10,14,6,1,2,22,7,8,0,12,7,3,26,19,4,10,2,22,1,6,8,28,27,13,0,27,13,6,16,14,4,27,23,9,26,8,18,3,2,25,1,27,3,23,13,13,7,1,25,11,2,19,0,20,10,26,2,10,20,16,26,27,18,8,24,6,13,9,9,17,13,24,0,4,29,1,6,16,8,18,12,24,2,7,3,4,16,24,20,0,0,25,8,29,13,4,28,11,8,11,0,19,19,18,17,25,23,20,28,14,27,4,18,16,25,22,14,15,6,27,25,4,1,26,10,4,16,8,25,27,5,19,22,12,0,7,14,12,18,7,24,15,21,1,5,23,28,9,18,11,26,14,7,20,19,28,11,17,19,15,12,11,3,17,7,27,24,18,16,29,7,3,29,6,27]"
ta36,1216,"[1,1,0,2,0,2,2,2,0,0,2,1,2,1,2,1,2,1,2,0,2,0,1,1,0,0,1,0,1,0]","[7,18,0,25,0,14,6,23,4,2,13,26,20,3,29,6,17,5,28,4,8,11,21,26,19,15,13,13,18,19,25,12,9,23,25,6,4,17,27,0,18,9,15,24,23,18,10,10,15,0,22,5,24,19,12,27,20,12,27,25,27,25,0,19,8,17,23,22,4,10,1,20,7,19,2,15,12,9,29,20,29,18,16,6,6,25,0,16,21,28,5,22,14,12,8,25,21,22,28,26,7,23,4,15,18,5,11,3,28,19,12,5,3,19,14,0,23,20,18,16,24,17,1,16,19,26,15,17,0,27,2,7,16,24,9,20,0,12,11,21,1,8,8,27,2,26,1,1,6,26,18,6,28,22,2,9,11,7,7,27,15,7,4,27,21,17,13,15,1,10,14,3,24,19,1,22,12,20,2,16,15,29,5,6,5,2,7,14,8,17,22,17,19,16,2,29,6,11,2,14,26,9,20,10,12,8,9,28,20,28,28,25,17,16,22,13,12,29,11,22,29,29,9,13,27,2,2,16,13,22,0,6,24,26,18,28,14,28,6,21,3,23,5,5,3,2,17,0,7,8,26,4,21,29,1,10,17,23,17,20,3,3,8,2,21,10,24,10,1,5,12,21,11,29,9,22,17,13,3,27,3,9,7,26,2,18,22,25,25,11,4,21,10,4,15,26,29,10,22,29,16,13,18,26,19,11,26,23,6,23,7,16,14,6,9,21,3,20,7,12,15,13,16,12,19,1,10,22,7,4,24,0,4,1,11,20,18,13,13,8,24,23,23,27,29,23,25,8,17,8,5,11,27,0,15,20,27,25,4,5,24,9,26,4,21,4,24,21,14,22,25,28,5,11,19,27,0,1,13,18,11,28,8,8,16,10,9,23,12,12,10,18,14,11,7,10,8,19,1,28,9,3,25,3,7,16,21,14,20,24,18,16,24,11,4,24,1,14,26,10,13,17,1,28,13,6,6,15,29,9,14,15,28,24,14,2,25,5,0,15,5,20,14,19,3,29,27,3,21,23]"
ta37,1224,"[2,1,2,2,2,0,0,0,1,1,2,2,2,0,1,0,1,0,0,1,2,2,0,0,0,1,0,2,1,1]","[10,26,26,3,25,18,15,16,24,9,5,8,17,22,10,5,26,16,15,25,5,12,11,12,20,28,18,27,15,9,22,9,0,4,1,11,26,22,17,14,0,10,6,2,20,17,6,7,28,23,26,28,26,24,29,14,1,23,26,19,4,26,9,11,22,24,20,25,1,15,12,17,3,12,21,24,19,25,5,21,14,28,3,22,12,0,12,1,2,10,0,18,13,6,7,1,9,5,1,27,8,17,2,10,29,21,0,18,13,27,28,0,6,24,5,7,10,21,6,4,4,12,29,22,2,14,0,20,13,19,27,15,7,0,11,8,18,16,25,2,28,7,15,18,5,28,17,25,0,17,14,1,22,3,18,18,6,12,12,7,17,19,7,21,27,27,12,4,28,28,25,28,4,23,18,27,18,13,21,3,15,19,3,19,3,8,20,21,29,20,23,25,4,16,8,20,3,24,25,6,27,16,26,23,24,27,9,25,18,8,15,14,28,2,24,4,14,19,16,2,8,11,19,11,10,4,11,7,19,20,7,12,8,6,26,9,24,13,27,20,5,9,27,9,23,7,22,0,2,20,21,16,26,6,1,29,22,6,10,18,1,25,10,13,3,24,13,20,6,5,4,29,5,21,3,15,11,16,17,13,23,23,27,9,21,10,18,8,7,11,11,17,28,13,23,27,17,4,29,3,11,5,28,3,26,0,18,9,6,22,15,28,25,24,14,29,14,19,9,1,20,16,16,29,2,25,2,3,20,8,29,3,15,2,13,29,20,13,29,10,27,5,3,23,8,0,6,16,0,8,9,16,22,8,13,16,15,2,12,2,23,12,27,2,8,21,11,14,10,5,22,10,11,1,13,7,19,10,29,0,16,22,14,10,21,17,18,21,14,4,4,1,9,4,23,11,14,20,23,14,8,1,9,15,24,14,19,29,5,23,7,25,16,24,1,1,5,23,17,7,26,15,13,6,22,24,28,21,29,12,15,19,19,2,17,11,21,12,25,17,26,24,26,6,0,19,4,22,13,7]"
