instance,makespan,FA,OS
ta11,980,"[0,2,1,2,1,1,0,0,0,2,2,1,1,1,2,2,0,1,0,2]","[3,18,1,15,4,1,15,10,2,12,4,4,13,7,17,0,8,19,5,9,15,11,0,3,8,11,19,10,13,13,14,18,16,19,14,4,17,8,7,1,11,9,10,2,4,16,8,6,11,18,5,19,6,1,13,3,10,1,18,14,9,17,13,15,0,8,0,8,7,18,3,10,8,15,13,1,11,3,14,1,9,14,5,10,12,5,15,13,6,19,9,18,14,18,7,6,0,10,6,10,6,19,6,12,2,0,4,1,10,12,18,12,9,5,10,18,19,16,8,5,17,19,13,9,6,16,10,2,8,3,9,0,4,9,1,2,19,2,7,9,0,18,9,18,4,2,15,11,12,11,6,16,17,14,19,16,3,16,13,19,11,3,7,15,11,4,2,12,17,5,1,11,15,0,14,7,7,7,13,12,11,3,8,2,4,4,17,19,18,17,12,2,5,4,10,16,3,13,17,17,14,17,13,14,1,11,3,0,5,15,7,7,17,16,10,0,9,5,4,6,0,15,7,10,16,9,7,14,16,11,8,1,6,3,11,10,12,17,19,17,3,6,8,7,5,8,6,12,13,13,14,1,0,5,16,2,17,2,2,19,12,5,6,8,14,0,16,3,15,2,2,12,3,18,12,6,4,4,1,9,5,1,13,15,0,14,16,11,7,15,5,15,12,19,14,18,8,18,9,16]"
ta12,1046,"[2,2,2,1,0,0,2,0,1,0,0,2,2,1,2,1,1,0,1,1]","[13,16,8,17,4,5,2,15,1,15,11,8,16,15,4,15,16,9,14,2,1,8,0,19,17,4,10,18,9,1,13,9,5,19,2,18,16,7,13,3,3,11,17,6,11,1,1,1,5,19,10,1,12,14,2,19,16,18,7,11,12,15,10,3,2,7,8,14,18,8,0,5,16,7,3,18,5,6,17,7,0,18,0,19,8,9,12,5,5,10,19,8,12,9,13,8,17,9,13,18,15,16,18,15,18,9,11,11,2,17,8,5,12,13,4,3,1,15,17,19,14,19,9,19,18,4,16,2,0,0,1,3,15,0,6,2,4,4,15,15,18,5,17,10,10,11,19,2,6,12,10,7,3,3,5,13,16,3,0,13,12,8,4,12,6,11,6,16,9,2,2,10,19,17,13,7,14,12,7,0,5,4,10,5,12,9,2,15,3,6,8,16,0,14,16,6,4,10,0,7,14,9,2,3,15,14,17,1,19,11,12,7,10,3,9,13,1,16,13,15,12,16,17,17,6,0,11,14,1,7,19,10,6,8,7,5,0,18,4,18,11,14,11,6,6,14,8,3,11,13,5,11,4,18,13,19,14,1,16,9,2,0,7,14,6,14,1,13,3,4,14,19,10,12,4,4,2,17,13,17,3,0,1,8,10,18,6,11,9,7,7,12,8,10,17,15,5,6,9,12]"
ta13,990,"[1,1,2,1,0,0,1,2,1,1,2,2,0,2,1,1,0,0,2,0]","[4,10,13,12,17,4,13,3,16,3,4,0,18,13,9,10,2,16,12,17,16,15,10,6,11,19,6,0,8,11,2,2,10,2,18,3,14,12,4,5,5,16,13,15,8,5,7,14,12,19,16,5,6,7,12,8,14,19,8,19,11,9,9,15,8,7,12,17,15,6,6,1,8,15,7,10,17,9,10,16,18,14,11,17,17,1,2,5,19,11,1,0,9,0,2,13,2,10,12,8,0,11,15,0,3,12,18,18,19,5,14,7,2,6,7,14,7,1,3,18,16,14,15,3,3,6,2,1,5,7,13,17,4,17,10,19,5,14,9,13,10,8,10,15,3,17,19,12,6,14,1,16,18,1,18,3,11,9,14,9,4,5,15,1,6,10,6,5,12,1,13,15,8,5,14,16,19,13,10,0,19,6,5,15,7,5,13,17,2,0,7,8,4,5,7,4,11,4,9,0,9,7,12,2,13,8,17,11,1,3,9,0,17,17,18,18,18,0,7,11,3,9,11,14,11,2,4,3,17,18,9,11,13,12,1,18,4,12,7,14,16,2,8,13,15,9,15,15,3,19,6,4,16,6,3,6,14,1,16,4,7,16,0,10,10,4,10,1,19,19,5,11,18,8,4,8,0,19,13,17,1,14,0,2,15,6,11,9,3,16,18,0,19,12,16,12,8,1,2,13]"
ta14,990,"[1,2,0,0,2,1,0,0,2,1,0,0,1,2,2,1,2,1,0,0]","[10,7,12,16,4,4,17,19,19,7,5,17,17,19,0,9,10,14,11,17,4,7,15,17,18,17,10,18,8,5,8,18,2,5,9,2,16,1,10,19,16,19,11,18,9,18,0,2,7,13,6,2,3,13,14,11,12,6,2,9,12,16,5,17,13,16,15,18,10,6,18,14,19,11,8,11,15,0,15,9,1,0,10,0,9,2,3,5,14,0,6,5,14,12,11,19,4,0,12,4,6,18,14,3,12,15,11,18,16,6,7,16,9,8,17,7,1,15,8,3,11,8,19,10,1,9,8,17,18,9,2,2,8,6,12,3,9,11,19,2,0,6,3,1,12,6,3,18,3,2,1,14,6,11,0,13,13,5,0,4,14,6,16,16,13,17,15,4,7,2,6,18,5,14,17,8,5,9,15,7,10,9,4,7,16,17,3,3,13,4,1,0,19,11,5,14,8,12,10,12,14,17,4,8,13,4,4,1,5,10,15,10,15,7,5,16,17,13,0,7,13,12,13,6,18,1,11,18,4,16,3,9,7,0,6,15,0,12,8,8,13,3,15,5,17,19,2,12,14,14,0,11,10,10,1,5,6,3,4,2,2,7,13,12,3,16,8,10,4,14,10,12,1,16,19,13,1,16,1,3,11,1,19,15,15,2,7,7,18,14,19,9,1,5,15,11,13,9,19,8]"
ta15,977,"[2,0,1,0,1,1,0,1,2,0,0,1,2,0,2,2,2,1,1,0]","[16,10,6,1,19,1,4,15,6,9,18,14,11,10,6,17,1,1,0,0,1,4,19,9,1,8,13,9,16,8,15,15,9,16,19,2,18,1,3,6,6,7,1,2,5,7,9,18,14,2,4,17,15,14,7,7,15,14,7,2,10,13,11,8,7,8,13,5,7,17,14,12,17,0,6,3,0,1,10,18,14,16,11,3,13,19,7,0,11,17,4,13,14,9,11,1,18,3,13,8,10,13,16,12,1,2,16,4,3,15,4,9,14,5,5,12,8,8,12,18,16,15,2,11,16,4,9,19,0,19,16,9,12,14,13,0,7,3,12,10,16,8,6,18,0,7,10,6,18,12,5,2,12,2,19,15,12,17,6,4,11,0,19,18,13,5,2,11,16,13,1,8,18,17,17,3,11,5,9,5,10,5,6,8,8,19,10,2,2,6,14,2,9,15,12,19,6,3,14,18,14,6,6,1,18,0,5,13,4,4,11,10,3,17,12,17,19,19,16,11,5,3,16,18,18,3,15,7,13,12,17,11,13,7,5,8,10,0,4,9,10,11,4,4,0,7,8,17,15,5,16,14,0,16,19,15,8,15,7,9,15,5,12,15,18,0,11,9,0,12,7,19,17,1,2,1,19,17,10,4,9,12,14,10,5,6,3,13,4,13,3,14,3,17,10,3,11,8,2,2]"
ta16,1039,"[2,2,1,1,0,0,0,0,2,0,2,0,1,1,2,2,0,1,1,2]","[13,17,16,17,8,0,12,16,15,11,6,10,9,3,12,2,6,12,3,14,2,19,15,14,11,10,8,18,3,18,1,19,14,9,6,5,5,15,4,10,6,19,14,11,11,0,16,10,18,9,5,4,9,10,11,13,16,3,4,19,18,9,6,12,13,11,1,8,16,18,3,6,17,10,2,16,2,18,13,0,6,17,17,15,7,11,0,18,4,16,7,1,1,10,8,10,12,12,19,2,5,10,5,15,17,0,7,6,3,9,5,7,14,13,17,8,7,15,8,15,15,14,1,3,7,19,4,11,10,2,11,13,18,12,13,12,8,4,1,14,11,0,4,0,16,1,0,15,2,15,14,19,18,19,13,12,12,5,18,6,5,6,11,4,16,19,14,10,17,9,4,9,18,5,8,7,0,6,2,2,4,10,16,18,13,0,0,11,3,16,8,17,15,5,1,19,9,1,14,9,7,4,2,9,17,8,14,2,1,13,4,11,7,8,7,19,3,16,16,18,13,4,1,1,16,7,3,1,17,12,2,14,17,17,4,5,8,13,0,7,0,3,7,12,5,8,10,12,15,3,18,16,3,8,1,3,12,9,1,17,6,7,9,6,2,4,11,13,15,10,0,3,5,6,17,14,9,15,12,13,14,7,19,6,15,19,18,8,13,5,2,9,10,2,19,5,11,14,0,19]"
ta17,1021,"[2,0,0,2,1,2,0,1,1,0,1,1,0,2,2,2,2,0,2,1]","[19,13,5,14,14,19,12,0,4,9,7,16,3,0,17,2,7,5,14,5,9,5,11,4,1,11,15,13,10,10,0,11,15,13,4,18,15,3,14,12,18,6,5,8,1,4,3,18,4,8,17,15,7,4,7,19,19,17,12,3,5,10,0,14,13,18,1,4,8,19,2,18,18,13,6,6,14,14,7,8,8,1,14,13,14,17,9,17,18,4,1,0,16,5,9,1,18,0,5,9,12,2,15,14,10,1,8,1,0,11,7,3,10,11,8,6,16,3,6,10,10,8,9,0,13,17,15,0,6,1,17,15,15,13,7,7,10,1,2,12,4,0,18,10,3,15,19,13,16,14,8,19,2,2,14,12,11,13,3,3,3,11,11,14,2,6,10,11,12,11,12,16,6,4,6,17,8,12,4,3,19,15,5,2,19,9,4,9,4,16,7,18,9,4,11,9,10,18,12,19,13,5,19,2,3,16,2,1,15,19,9,2,7,12,6,6,7,6,1,17,4,0,11,17,17,16,13,13,2,7,10,0,16,7,8,16,15,10,15,0,0,18,8,12,9,10,14,3,16,15,19,5,16,1,8,14,6,8,0,19,2,9,7,16,12,13,16,16,17,9,10,2,5,5,2,5,17,19,8,1,11,13,11,7,11,5,6,3,17,17,18,3,6,15,18,9,12,1,12,18]"
ta18,1002,"[2,2,1,1,0,1,0,2,2,2,1,0,0,0,1,2,0,2,1,0]","[9,3,14,1,11,19,18,17,14,13,16,0,3,15,19,13,5,13,12,1,8,6,4,3,10,12,1,7,8,15,7,18,2,10,15,3,5,19,2,2,0,6,15,14,10,10,12,19,11,5,11,16,19,11,0,16,18,12,12,15,18,5,3,2,16,9,2,0,10,7,19,18,0,0,8,17,19,1,7,17,11,1,11,10,13,18,9,4,16,15,16,10,12,18,18,8,9,1,18,2,0,0,0,4,3,0,19,8,5,14,4,17,4,14,13,11,9,1,14,1,10,7,16,5,1,14,9,3,6,1,6,6,8,4,11,4,6,17,10,15,17,12,5,9,7,2,7,11,12,1,19,11,12,7,12,10,16,3,14,12,16,12,8,6,17,13,10,19,5,4,18,17,15,17,6,7,11,12,16,4,12,5,9,5,11,14,3,6,2,3,0,15,8,17,2,13,16,7,15,9,13,8,13,10,17,14,2,3,10,3,6,15,4,8,5,11,5,13,1,17,4,4,15,2,14,14,14,6,1,8,15,16,2,13,14,7,2,8,3,4,10,19,19,6,16,9,7,6,13,2,2,7,10,18,9,19,4,16,8,15,1,17,13,7,9,0,3,13,17,15,3,19,11,7,12,18,8,18,18,9,5,9,1,5,6,14,0,16,18,4,8,5,17,6,11,9,13,19,0,0]"
ta19,982,"[2,1,0,0,2,0,2,2,2,2,0,1,1,1,0,0,1,0,2,1]","[8,0,8,19,2,11,12,9,2,19,11,18,6,9,17,8,14,1,10,12,15,18,19,11,17,13,5,14,10,14,10,4,6,5,8,9,14,17,1,8,5,13,15,0,7,1,15,0,16,15,4,11,1,0,0,1,4,10,6,3,17,3,3,19,5,19,18,3,9,0,5,19,12,9,7,16,8,16,18,15,12,18,14,5,11,0,5,2,13,2,11,10,6,7,13,16,14,3,2,3,16,14,9,10,2,14,16,18,15,2,2,16,4,19,17,9,13,4,10,13,6,4,12,7,17,8,10,16,4,0,15,11,3,12,15,18,0,11,4,13,13,19,15,1,12,1,19,15,17,6,5,19,3,6,4,13,16,14,1,15,2,9,12,13,7,16,17,14,14,4,17,0,7,7,15,9,4,11,3,3,16,11,13,12,14,11,1,6,1,9,10,5,3,9,18,4,12,14,6,18,8,17,8,6,0,19,16,8,16,2,8,11,8,2,2,0,5,1,19,17,7,5,5,6,10,9,7,2,1,6,18,1,6,12,10,10,12,19,19,8,17,16,13,3,6,17,15,7,11,0,12,7,5,13,18,4,13,3,7,17,12,7,5,9,10,9,3,7,1,18,19,0,6,8,14,15,9,18,18,15,8,11,5,2,0,7,4,1,11,3,10,14,17,16,13,18,4,2,10,12]"
ta20,1010,"[2,1,1,0,0,1,2,2,2,1,2,0,1,0,0,0,2,0,1,2]","[2,1,15,5,18,13,5,14,3,5,2,15,9,2,11,4,12,13,12,13,16,4,8,19,7,12,18,10,17,1,6,2,15,11,9,0,9,12,16,10,6,10,3,9,1,1,10,18,19,3,4,19,5,10,10,16,3,18,16,3,12,16,1,17,5,11,12,0,1,9,13,8,18,14,7,8,16,0,4,14,5,15,19,9,3,17,0,13,17,12,16,18,11,8,13,3,12,7,9,12,12,6,9,14,0,19,14,4,6,13,4,14,15,17,12,14,11,18,1,11,11,2,9,7,5,14,10,11,14,1,17,15,2,19,2,3,11,19,3,13,13,3,15,18,8,16,6,10,8,5,2,0,6,8,19,1,15,11,1,7,19,9,16,2,3,2,0,10,14,6,19,17,4,5,14,2,5,11,15,18,16,8,4,0,3,12,0,14,4,15,8,10,19,13,17,7,18,18,13,15,16,11,19,0,1,17,6,10,17,2,13,4,13,15,6,15,11,5,7,6,18,4,17,7,16,4,19,0,2,6,6,3,11,0,8,5,7,16,8,12,15,19,9,18,0,1,12,19,17,5,8,8,10,14,13,3,1,5,10,5,7,9,14,7,2,17,18,9,10,0,6,8,3,6,7,1,4,17,14,1,10,4,2,17,13,9,16,0,7,7,9,12,16,18,7,6,4,11,15,8]"
ta21,1338,"[1,1,2,2,2,1,2,0,0,0,2,0,2,0,2,2,0,1,0,1]","[16,13,7,1,12,11,2,17,9,8,11,4,12,2,7,7,11,0,13,18,15,4,14,11,0,13,8,8,8,14,17,7,1,19,17,3,19,8,17,5,10,18,14,4,2,15,11,3,0,0,15,15,14,12,10,8,9,14,8,13,3,6,8,1,8,1,7,9,10,3,12,19,13,17,17,4,9,2,13,16,9,8,16,6,18,14,19,7,12,9,3,19,14,8,17,4,8,16,13,4,18,13,1,7,3,0,11,4,13,12,0,10,3,16,6,16,6,5,14,4,15,10,2,1,2,10,13,0,19,18,7,7,5,10,17,16,16,18,17,6,12,12,18,7,10,14,19,5,1,19,13,6,4,5,13,16,1,2,18,14,9,12,5,16,15,7,17,10,0,18,9,0,3,2,14,0,12,11,6,5,5,3,17,17,19,9,5,17,9,16,17,2,5,3,9,6,7,5,12,4,2,6,0,18,0,16,6,0,7,14,7,19,5,1,3,3,2,0,0,12,13,9,11,7,16,19,6,15,15,1,14,6,1,4,19,11,4,17,3,15,4,15,15,13,12,3,15,10,1,0,18,14,19,13,10,4,5,6,11,16,14,10,12,2,2,19,19,12,6,7,13,15,10,18,15,0,4,11,18,8,11,5,15,9,8,2,1,3,10,5,2,2,5,14,18,2,19,4,12,3,18,1,15,9,8,10,10,11,12,6,9,11,2,14,16,18,1,5,6,7,2,19,11,13,15,0,17,4,1,11,13,4,2,16,13,9,16,8,3,9,12,17,1,17,17,1,3,7,14,10,18,18,11,14,7,4,15,10,5,8,10,3,6,1,0,5,6,10,4,5,13,12,1,16,11,8,8,0,19,18,18,17,9,6,8,19,3,9,16,19,6,11,14,16,11,7,9,15,15,12]"
ta22,1264,"[1,1,2,2,1,1,1,0,1,2,2,1,0,0,0,0,0,0,2,2]","[8,18,9,9,15,11,6,17,1,12,13,6,16,11,7,2,1,2,13,8,1,4,4,6,6,7,16,2,15,3,12,15,7,6,5,3,11,15,6,5,9,5,15,6,14,1,8,6,5,2,2,15,6,11,10,19,15,1,0,15,7,0,1,7,1,0,4,16,3,12,15,3,19,17,18,2,9,19,4,2,15,11,13,15,18,9,10,9,3,13,0,5,11,10,3,10,14,14,12,15,18,6,2,7,16,10,19,7,9,15,4,7,19,5,14,0,4,18,5,10,19,18,12,11,7,17,9,5,13,0,19,16,16,16,18,8,5,14,8,17,17,13,3,19,2,2,16,11,0,4,12,16,8,13,7,8,19,8,11,3,15,9,0,4,18,4,16,1,18,7,8,3,14,10,2,5,1,1,10,12,0,18,3,10,10,17,13,0,3,2,17,12,1,16,0,13,7,3,18,4,10,12,14,13,14,19,2,13,9,19,17,17,4,8,10,11,14,5,19,19,6,16,16,13,10,10,17,16,8,19,12,8,2,17,8,1,14,13,12,3,8,14,15,12,9,12,11,13,4,17,16,0,14,11,0,9,5,9,7,6,9,15,0,18,14,14,12,4,0,0,19,16,14,4,15,19,1,10,11,5,16,13,11,2,19,15,18,4,16,3,10,5,9,3,6,5,13,9,18,14,15,14,6,17,15,18,6,12,6,12,18,17,5,8,14,11,11,18,12,8,11,3,3,2,3,6,7,12,16,8,9,1,5,3,9,0,2,17,1,5,9,6,0,10,1,8,10,1,14,9,1,19,4,7,17,13,6,7,12,18,7,14,8,13,13,7,2,10,17,4,4,17,18,4,1,2,18,16,8,19,6,0,19,17,17,11,11,5,1,0,7,7,4,10,3,12,11,5,13,2]"
